"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2813.25","2800.5","2774.75","2839","2852","2877.75"
"6E","1.24115","1.2375","1.2289","1.24975","1.2547","1.2633"
"6B","141.47","140.95","139.9","142.52","143.05","144.1"
"6J","91.57","91.255","90.57","92.255","92.625","93.31"
"6A","80.18","79.86","79.06","80.98","81.46","82.26"
"6C","81.02","80.715","80.1","81.635","81.945","82.56"
"NG","2.905","2.815","2.59","3.13","3.265","3.49"
"CL","63.96","63.19","61.94","65.21","65.69","66.94"
"RB","186.27","183.18","178.34","191.11","192.86","197.7"
"SI","17.09","16.94","16.665","17.365","17.49","17.765"
"HG","317.2","314.85","309.6","322.45","325.35","330.6"
"GC","1336.4","1329.6","1315.8","1350.2","1357.2","1371"
"ZT","106.5625","106.515625","106.40625","106.671875","106.734375","106.84375"
"ZF","114.5625","114.40625","114.0625","114.90625","115.09375","115.4375"
"ZN","121.34375","121.09375","120.59375","121.84375","122.09375","122.59375"
"ZB","147.21875","146.65625","145.625","148.25","148.71875","149.75"
"UB","161.125","160.28125","158.96875","162.4375","162.90625","164.21875"
"ZC","360.25","358.75","356.5","362.5","363.25","365.5"
"ZS","989.5","983.25","971","1001.75","1007.75","1020"
"ZW","446.5","441.5","430.5","457.5","463.5","474.5"
"TN","129.875","129.53125","128.90625","130.5","130.78125","131.40625"
"6S","107.34","106.92","106.19","108.07","108.38","109.11"
"NQ","6926.5","6890.25","6822.25","6994.5","7026.25","7094.25"
"NIY","23105","22955","22680","23380","23505","23780"
"YM","26012","25887","25616","26283","26429","26700"
"FGBL","158.47","158.13","157.37","159.23","159.65","160.41"
"FGBX","160.96","160.18","158.56","162.58","163.42","165.04"
"FDAX","13140","13099","12996.5","13242.5","13304","13406.5"
"FBTP","135.78","135.59","135.17","136.2","136.43","136.85"
"FOAT","152.74","152.55","152.07","153.22","153.51","153.99"
"FESX","3591","3583","3564","3610","3621","3640"
"R","121.82","121.51","120.84","122.49","122.85","123.52"
"Z","7439","7410.5","7328","7521.5","7575.5","7658"
