"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2893.75","2888.5","2877.5","2904.75","2910.5","2921.5"
"6E","1.16775","1.16445","1.15765","1.17455","1.17805","1.18485"
"6B","128.51","128.26","127.56","129.21","129.66","130.36"
"6J","89.89","89.755","89.465","90.18","90.335","90.625"
"6A","73.18","73","72.6","73.58","73.8","74.2"
"6C","77.075","76.785","76.22","77.64","77.915","78.48"
"NG","2.828","2.812","2.774","2.866","2.888","2.926"
"CL","68.1","67.68","66.72","69.06","69.6","70.56"
"RB","196.27","195.03","192.01","199.29","201.07","204.09"
"SI","14.735","14.57","14.24","15.065","15.23","15.56"
"HG","272.65","269.4","264.2","277.85","279.8","285"
"GC","1206.8","1199.1","1184.5","1221.4","1228.3","1242.9"
"ZT","105.75","105.71875","105.671875","105.796875","105.8125","105.859375"
"ZF","113.40625","113.3359375","113.15625","113.5859375","113.6953125","113.875"
"ZN","119.984375","119.859375","119.53125","120.3125","120.515625","120.84375"
"ZB","144.09375","143.78125","142.9375","144.9375","145.46875","146.3125"
"UB","157.96875","157.5","156.28125","159.1875","159.9375","161.15625"
"ZC","354.25","352","345.75","360.5","364.5","370.75"
"ZS","827","821","803.5","844.5","856","873.5"
"ZW","518.25","513.5","503.5","528.25","533.5","543.5"
"TN","127.8125","127.65625","127.203125","128.265625","128.5625","129.015625"
"6S","102.17","101.81","101.15","102.83","103.13","103.79"
"NQ","7563.25","7548.25","7517.25","7594.25","7610.25","7641.25"
"NIY","22725","22645","22440","22930","23055","23260"
"YM","26037","25988","25882","26143","26200","26306"
"FGBL","162.3","162.08","161.58","162.8","163.08","163.58"
"FGBX","176.24","175.66","174.3","177.6","178.38","179.74"
"FDAX","12510","12473","12396.5","12586.5","12626","12702.5"
"FBTP","122.57","122.15","121.17","123.55","124.11","125.09"
"FOAT","153.92","153.75","153.34","154.33","154.57","154.98"
"FESX","3445","3435","3417","3463","3471","3489"
"R","122.82","122.64","122.27","123.19","123.38","123.75"
"Z","7598.5","7574.5","7534.5","7638.5","7654.5","7694.5"
