"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2894","2885.75","2871.25","2908.5","2914.75","2929.25"
"6E","1.15705","1.15315","1.1427","1.1675","1.17405","1.1845"
"6B","129.35","129.05","128.25","130.15","130.65","131.45"
"6J","90.025","89.875","89.525","90.375","90.575","90.925"
"6A","71.48","71.17","70.27","72.38","72.97","73.87"
"6C","76.36","76.07","75.42","77.01","77.37","78.02"
"NG","2.888","2.861","2.813","2.936","2.957","3.005"
"CL","69.52","69.24","68.55","70.21","70.62","71.31"
"RB","198.44","197.17","194.09","201.52","203.33","206.41"
"SI","14.465","14.38","14.15","14.695","14.84","15.07"
"HG","265.2","263.25","258.3","270.15","273.15","278.1"
"GC","1202.5","1198.3","1188","1212.8","1218.9","1229.2"
"ZT","105.625","105.59375","105.53125","105.6875","105.71875","105.78125"
"ZF","113.3125","113.234375","113.1015625","113.4453125","113.5","113.6328125"
"ZN","120.15625","120.03125","119.796875","120.390625","120.5","120.734375"
"ZB","143.84375","143.5","142.71875","144.625","145.0625","145.84375"
"UB","158.65625","158","156.59375","160.0625","160.8125","162.21875"
"ZC","358.5","352.25","342.25","368.5","372.25","382.25"
"ZS","832.75","822.25","805.5","849.5","855.75","872.5"
"ZW","537.25","529.25","516.25","550.25","555.25","568.25"
"TN","127.859375","127.6875","127.3125","128.234375","128.4375","128.8125"
"6S","103.06","102.86","102.34","103.58","103.9","104.42"
"NQ","7636.5","7612","7565.5","7683","7705","7751.5"
"NIY","22710","22595","22390","22915","23005","23210"
"YM","25913","25838","25700","26051","26114","26252"
"FGBL","160.49","160.19","159.73","160.95","161.11","161.57"
"FGBX","176.56","175.8","174.64","177.72","178.12","179.28"
"FDAX","12284","12218","12062.5","12439.5","12529","12684.5"
"FBTP","120.34","119.89","118.79","121.44","122.09","123.19"
"FOAT","152.32","152.1","151.74","152.68","152.82","153.18"
"FESX","3368","3348","3299","3417","3446","3495"
"R","122.07","121.82","121.37","122.52","122.72","123.17"
"Z","7391","7357.5","7268.5","7480","7535.5","7624.5"
