"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2785.5","2767.25","2737.25","2815.5","2827.25","2857.25"
"6E","1.2219","1.21545","1.20195","1.2354","1.24245","1.25595"
"6B","138.06","137.06","135.26","139.86","140.66","142.46"
"6J","89.92","89.55","88.63","90.84","91.39","92.31"
"6A","79.58","79.09","78.29","80.38","80.69","81.49"
"6C","80.19","79.725","78.935","80.98","81.305","82.095"
"NG","3.129","3.027","2.848","3.308","3.385","3.564"
"CL","63.5","63.03","62.25","64.28","64.59","65.37"
"RB","184.77","182.62","178.93","188.46","190","193.69"
"SI","17.015","16.86","16.56","17.315","17.46","17.76"
"HG","317.15","315.45","311.3","321.3","323.75","327.9"
"GC","1329.1","1319.1","1301.6","1346.6","1354.1","1371.6"
"ZT","106.75","106.71875","106.65625","106.8125","106.84375","106.90625"
"ZF","115.1953125","115.0859375","114.8046875","115.4765625","115.6484375","115.9296875"
"ZN","122.453125","122.25","121.75","122.953125","123.25","123.75"
"ZB","149.90625","149.46875","148.40625","150.96875","151.59375","152.65625"
"UB","163.875","163.3125","161.875","165.3125","166.1875","167.625"
"ZC","350","346.75","342","354.75","356.25","361"
"ZS","964","959","951.5","971.5","974","981.5"
"ZW","417.5","413.25","406.5","424.25","426.75","433.5"
"TN","131.453125","131.171875","130.484375","132.140625","132.546875","133.234375"
"6S","104.02","103.55","102.64","104.93","105.37","106.28"
"NQ","6767.75","6712","6623.25","6856.5","6889.5","6978.25"
"NIY","23785","23510","23070","24225","24390","24830"
"YM","25888","25677","25352","26213","26327","26652"
"FGBL","160.66","160.5","160.19","160.97","161.12","161.43"
"FGBX","162.98","162.58","161.76","163.8","164.22","165.04"
"FDAX","13109.5","13059.5","12939.5","13229.5","13299.5","13419.5"
"FBTP","135.97","135.69","135.07","136.59","136.93","137.55"
"FOAT","154.56","154.45","154.21","154.8","154.93","155.17"
"FESX","3587","3576","3549","3614","3630","3657"
"R","123.86","123.74","123.49","124.11","124.24","124.49"
"Z","7646.5","7632.5","7597","7682","7703.5","7739"
