"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2703.75","2694","2665.5","2732.25","2751","2779.5"
"6E","1.1688","1.16615","1.1611","1.17385","1.17625","1.1813"
"6B","131.62","131.15","130.25","132.52","132.95","133.85"
"6J","90.595","90.27","89.77","91.095","91.27","91.77"
"6A","73.26","72.78","71.91","74.13","74.52","75.39"
"6C","75.825","75.6","75.17","76.255","76.46","76.89"
"NG","2.849","2.827","2.779","2.897","2.923","2.971"
"CL","72.88","71.63","69.2","75.31","76.49","78.92"
"RB","209.47","207.19","202.91","213.75","215.75","220.03"
"SI","15.88","15.72","15.46","16.14","16.24","16.5"
"HG","289.6","287.45","281.8","295.25","298.75","304.4"
"GC","1242.2","1230.9","1211.6","1261.5","1269.5","1288.8"
"ZT","105.875","105.828125","105.765625","105.9375","105.953125","106.015625"
"ZF","113.4765625","113.328125","113.09375","113.7109375","113.796875","114.03125"
"ZN","120.046875","119.78125","119.359375","120.46875","120.625","121.046875"
"ZB","144.75","144.15625","143.21875","145.6875","146.03125","146.96875"
"UB","159.15625","158.3125","156.96875","160.5","161","162.34375"
"ZC","360.5","356.75","350","367.25","370.25","377"
"ZS","860.75","857.25","847.5","870.5","876.75","886.5"
"ZW","483.25","475.5","463","495.75","500.5","513"
"TN","128.015625","127.640625","127.046875","128.609375","128.828125","129.421875"
"6S","101.16","100.97","100.61","101.52","101.69","102.05"
"NQ","6976.5","6929","6787.75","7117.75","7211.5","7352.75"
"NIY","21530","21360","21010","21880","22060","22410"
"YM","24054","23944","23640","24358","24552","24856"
"FGBL","162.36","162","161.42","162.94","163.16","163.74"
"FGBX","177.56","176.38","174.52","179.42","180.1","181.96"
"FDAX","12260","12187","12038","12409","12485","12634"
"FBTP","127.29","126.9","126.03","128.16","128.64","129.51"
"FOAT","154.5","154.19","153.7","154.99","155.17","155.66"
"FESX","3374","3350","3308","3416","3434","3476"
"R","123.05","122.7","122.14","123.61","123.82","124.38"
"Z","7481.5","7441.5","7358","7565","7608.5","7692"
