"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2705.75","2698.5","2680.75","2723.5","2734","2751.75"
"6E","1.17655","1.1734","1.1663","1.18365","1.1876","1.1947"
"6B","134.67","134.34","133.63","135.38","135.76","136.47"
"6J","90.29","90.055","89.685","90.66","90.795","91.165"
"6A","74.91","74.72","74.35","75.28","75.46","75.83"
"6C","77.39","77.085","76.37","78.105","78.515","79.23"
"NG","2.83","2.814","2.779","2.865","2.884","2.919"
"CL","71.03","70.7","69.97","71.76","72.16","72.89"
"RB","221.88","220.74","217.66","224.96","226.9","229.98"
"SI","16.39","16.33","16.225","16.495","16.54","16.645"
"HG","305","303.65","300.3","308.35","310.35","313.7"
"GC","1286.6","1281.9","1273.8","1294.7","1298.1","1306.2"
"ZT","105.875","105.828125","105.75","105.953125","105.984375","106.0625"
"ZF","112.90625","112.7421875","112.484375","113.1640625","113.2578125","113.515625"
"ZN","118.515625","118.1875","117.671875","119.03125","119.21875","119.734375"
"ZB","140.46875","139.71875","138.53125","141.65625","142.09375","143.28125"
"UB","153.09375","152.0625","150.375","154.78125","155.4375","157.125"
"ZC","397.25","392","383.75","405.5","408.5","416.75"
"ZS","992.5","986.5","973","1006","1013.5","1027"
"ZW","501.5","484.5","459","527","535.5","561"
"TN","125.9375","125.46875","124.71875","126.6875","126.96875","127.71875"
"6S","100.09","99.73","99.06","100.76","101.07","101.74"
"NQ","6846.5","6818.75","6746.5","6918.75","6963.25","7035.5"
"NIY","22775","22715","22570","22920","23005","23150"
"YM","24652","24584","24442","24794","24868","25010"
"FGBL","158.07","157.46","156.48","159.05","159.42","160.4"
"FGBX","161.42","160.14","158.04","163.52","164.34","166.44"
"FDAX","13030.5","12996","12908.5","13118","13171","13258.5"
"FBTP","133.35","132.84","131.43","134.76","135.66","137.07"
"FOAT","152.91","152.49","151.84","153.56","153.79","154.44"
"FESX","3532","3521","3494","3559","3575","3602"
"R","121.19","120.78","120.15","121.82","122.04","122.67"
"Z","7739.5","7718","7680","7777.5","7794","7832"
