"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2802.75","2777","2737.25","2842.5","2856.5","2896.25"
"6E","1.15935","1.15635","1.14785","1.16785","1.17335","1.18185"
"6B","130.05","129.63","128.48","131.2","131.93","133.08"
"6J","89.675","89.555","89.24","89.99","90.185","90.5"
"6A","73.44","73.23","72.69","73.98","74.31","74.85"
"6C","76.715","76.595","76.325","76.985","77.135","77.405"
"NG","2.762","2.708","2.622","2.848","2.88","2.966"
"CL","67.49","66.03","63.66","69.86","70.77","73.14"
"RB","203.33","199.85","193.94","209.24","211.67","217.58"
"SI","15.3","15.21","15.03","15.48","15.57","15.75"
"HG","271.05","268.35","263.25","276.15","278.55","283.65"
"GC","1213.9","1207.7","1193.8","1227.8","1235.5","1249.4"
"ZT","105.65625","105.625","105.5625","105.71875","105.75","105.8125"
"ZF","113.03125","112.9375","112.796875","113.171875","113.21875","113.359375"
"ZN","119.171875","119.015625","118.765625","119.421875","119.515625","119.765625"
"ZB","142.09375","141.75","141.09375","142.75","143.0625","143.71875"
"UB","155.4375","155","154.09375","156.34375","156.8125","157.71875"
"ZC","378","374.75","367.25","385.5","389.75","397.25"
"ZS","888.75","879.75","863.5","905","912.25","928.5"
"ZW","548.75","536.75","503.25","582.25","603.75","637.25"
"TN","126.671875","126.46875","126.109375","127.03125","127.1875","127.546875"
"6S","100.68","100.53","100.12","101.09","101.35","101.76"
"NQ","7270.5","7155","6978.25","7447.25","7508.5","7685.25"
"NIY","22385","22200","21845","22740","22910","23265"
"YM","25154","25002","24763","25393","25480","25719"
"FGBL","161.04","160.81","160.34","161.51","161.75","162.22"
"FGBX","174.18","173.62","172.58","175.22","175.7","176.74"
"FDAX","12451","12369","12170.5","12649.5","12766","12964.5"
"FBTP","124.62","123.78","121.85","126.55","127.64","129.57"
"FOAT","152.97","152.87","152.62","153.22","153.37","153.62"
"FESX","3449","3434","3397","3486","3508","3545"
"R","121.96","121.72","121.2","122.48","122.76","123.28"
"Z","7463.5","7410","7291.5","7582","7647","7765.5"
