"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2596","2591","2582.75","2604.25","2607.5","2615.75"
"6E","1.18765","1.18105","1.1704","1.1983","1.20235","1.213"
"6B","132.96","132.54","131.77","133.73","134.08","134.85"
"6J","89.585","89.47","89.145","89.91","90.12","90.445"
"6A","76.03","75.94","75.74","76.23","76.34","76.54"
"6C","78.5","78.32","77.995","78.825","78.97","79.295"
"NG","2.877","2.838","2.728","2.987","3.058","3.168"
"CL","58.55","58.15","57.54","59.16","59.37","59.98"
"RB","176.8","175.5","173.24","179.06","180.02","182.28"
"SI","17.03","16.96","16.79","17.2","17.3","17.47"
"HG","317.4","315.6","312.65","320.35","321.5","324.45"
"GC","1284.6","1282","1275.3","1291.3","1295.4","1302.1"
"ZT","107.453125","107.4375","107.40625","107.484375","107.5","107.53125"
"ZF","116.859375","116.8125","116.71875","116.953125","117","117.09375"
"ZN","124.875","124.78125","124.578125","125.078125","125.1875","125.390625"
"ZB","153.90625","153.53125","152.78125","154.65625","155.03125","155.78125"
"UB","167.25","166.71875","165.5625","168.40625","169.03125","170.1875"
"ZC","352.5","350","345","357.5","360","365"
"ZS","989.75","986.25","978","998","1002.75","1011"
"ZW","430","425","414","441","447","458"
"TN","134.0625","133.90625","133.5625","134.40625","134.59375","134.9375"
"6S","101.97","101.71","101.28","102.4","102.57","103"
"NQ","6390.5","6367.5","6332.25","6425.75","6438","6473.25"
"NIY","22470","22290","22020","22740","22830","23100"
"YM","23474","23431","23342","23563","23609","23698"
"FGBL","162.69","162.52","162.19","163.02","163.18","163.51"
"FGBX","166.64","166.14","165.14","167.64","168.14","169.14"
"FDAX","12976","12887","12707","13156","13247","13427"
"FBTP","139.69","139.45","138.86","140.28","140.63","141.22"
"FOAT","158.24","158","157.52","158.72","158.96","159.44"
"FESX","3563","3548","3516","3595","3612","3644"
"R","125.16","125","124.75","125.41","125.5","125.75"
"Z","7394","7373.5","7338","7429.5","7444.5","7480"
