"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2644.5","2635.25","2620.75","2659","2664.25","2678.75"
"6E","1.18205","1.17945","1.1751","1.1864","1.18815","1.1925"
"6B","133.8","133.12","131.5","135.42","136.36","137.98"
"6J","88.465","88.315","87.93","88.85","89.085","89.47"
"6A","74.9","74.78","74.47","75.21","75.4","75.71"
"6C","77.685","77.525","77.125","78.085","78.325","78.725"
"NG","2.748","2.724","2.666","2.806","2.84","2.898"
"CL","56.68","56.01","54.8","57.89","58.43","59.64"
"RB","169.6","167.54","163.64","173.5","175.34","179.24"
"SI","15.745","15.665","15.51","15.9","15.975","16.13"
"HG","296.3","294.7","291.75","299.25","300.6","303.55"
"GC","1245.2","1242","1234.5","1252.7","1257","1264.5"
"ZT","107.125","107.09375","107.03125","107.1875","107.21875","107.28125"
"ZF","116.265625","116.1640625","115.953125","116.4765625","116.5859375","116.796875"
"ZN","124.140625","124","123.703125","124.4375","124.59375","124.890625"
"ZB","152.59375","152.3125","151.75","153.15625","153.4375","154"
"UB","166.1875","165.78125","164.96875","167","167.40625","168.21875"
"ZC","351.25","350","347.5","353.75","355","357.5"
"ZS","985.25","980.5","970.25","995.5","1001","1011.25"
"ZW","416.5","413.75","407.25","423","426.75","433.25"
"TN","133.515625","133.375","133.046875","133.84375","134.03125","134.359375"
"6S","101.19","100.84","100.3","101.73","101.92","102.46"
"NQ","6332.75","6307.25","6250","6390","6421.75","6479"
"NIY","22635","22425","22100","22960","23075","23400"
"YM","24264","24193","24080","24377","24419","24532"
"FGBL","163.26","163.03","162.66","163.63","163.77","164.14"
"FGBX","166.66","165.84","164.56","167.94","168.4","169.68"
"FDAX","13120","13078","12978","13220","13278","13378"
"FBTP","140.04","139.59","138.9","140.73","140.97","141.66"
"FOAT","157.28","157.1","156.79","157.59","157.72","158.03"
"FESX","3572","3562","3539","3595","3608","3631"
"R","123.78","123.41","122.82","124.37","124.59","125.18"
"Z","7332","7267.5","7164.5","7435","7473.5","7576.5"
