"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2741.25","2731.75","2717","2756","2761.25","2776"
"6E","1.19635","1.19215","1.18295","1.20555","1.21055","1.21975"
"6B","135.04","134.69","133.91","135.82","136.25","137.03"
"6J","89.335","88.55","87.35","90.535","90.95","92.15"
"6A","78.07","77.78","77.21","78.64","78.92","79.49"
"6C","79.235","78.9","77.925","80.21","80.85","81.825"
"NG","2.855","2.804","2.687","2.972","3.038","3.155"
"CL","63.24","62.92","62.4","63.76","63.96","64.48"
"RB","181.82","180.38","177.31","184.89","186.52","189.59"
"SI","16.91","16.78","16.5","17.19","17.34","17.62"
"HG","321.25","318.95","313.75","326.45","329.35","334.55"
"GC","1310.5","1301.8","1285.3","1327","1334.8","1351.3"
"ZT","106.875","106.859375","106.828125","106.90625","106.921875","106.953125"
"ZF","115.515625","115.4140625","115.2421875","115.6875","115.7578125","115.9296875"
"ZN","122.765625","122.546875","122.171875","123.140625","123.296875","123.671875"
"ZB","149.40625","148.71875","147.65625","150.46875","150.84375","151.90625"
"UB","162.25","161.1875","159.5","163.9375","164.5625","166.25"
"ZC","348.25","347.25","345.5","350","350.75","352.5"
"ZS","950.25","945.5","934.25","961.5","968","979.25"
"ZW","432.25","430","426.5","435.75","437","440.5"
"TN","131.625","131.25","130.65625","132.21875","132.4375","133.03125"
"6S","102.19","101.65","100.72","103.12","103.51","104.44"
"NQ","6643.25","6609","6553.25","6699","6720.5","6776.25"
"NIY","23495","23370","23070","23795","23970","24270"
"YM","25257","25163","25006","25414","25477","25634"
"FGBL","160.88","160.7","160.28","161.3","161.54","161.96"
"FGBX","161.36","160.7","159.18","162.88","163.74","165.26"
"FDAX","13204.5","13140.5","12995.5","13349.5","13430.5","13575.5"
"FBTP","135.32","135.09","134.57","135.84","136.13","136.65"
"FOAT","154.67","154.46","154.03","155.1","155.32","155.75"
"FESX","3584","3573","3548","3609","3623","3648"
"R","123.95","123.77","123.42","124.3","124.47","124.82"
"Z","7660","7639","7599","7700","7719","7759"
