"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2618.75","2612.75","2599.25","2632.25","2639.75","2653.25"
"6E","1.18375","1.1801","1.1736","1.19025","1.1931","1.1996"
"6B","133.74","133.17","132.21","134.7","135.09","136.05"
"6J","89.215","88.925","88.32","89.82","90.135","90.74"
"6A","75.49","75.23","74.69","76.03","76.31","76.85"
"6C","77.655","77.475","77.07","78.06","78.285","78.69"
"NG","3.134","3.088","3.002","3.22","3.26","3.346"
"CL","56.63","55.97","54.5","58.1","58.91","60.38"
"RB","171.69","169.99","165.37","176.31","179.23","183.85"
"SI","16.42","16.285","15.88","16.825","17.095","17.5"
"HG","305","303.1","298.1","310","313.1","318.1"
"GC","1281","1275.8","1261","1295.8","1305.4","1320.2"
"ZT","107.40625","107.375","107.3125","107.46875","107.5","107.5625"
"ZF","116.6796875","116.546875","116.265625","116.9609375","117.109375","117.390625"
"ZN","124.46875","124.21875","123.65625","125.03125","125.34375","125.90625"
"ZB","152.5625","151.84375","150.0625","154.34375","155.40625","157.1875"
"UB","165.125","164.0625","161.46875","167.71875","169.25","171.84375"
"ZC","350.5","347.75","343.5","354.75","356.25","360.5"
"ZS","989.25","985.75","978.75","996.25","999.75","1006.75"
"ZW","430.75","426.5","420","437.25","439.5","446"
"TN","133.5","133.140625","132.296875","134.34375","134.828125","135.671875"
"6S","101.47","101.19","100.67","101.99","102.23","102.75"
"NQ","6250.75","6195.75","6052.25","6394.25","6482.75","6626.25"
"NIY","22515","22380","22105","22790","22930","23205"
"YM","23826","23733","23581","23978","24037","24189"
"FGBL","162.23","161.97","161.28","162.92","163.35","164.04"
"FGBX","165.92","165.4","164.1","167.22","168","169.3"
"FDAX","12992.5","12932.5","12773","13152","13251.5","13411"
"FBTP","140.01","139.79","139.25","140.55","140.87","141.41"
"FOAT","157.97","157.7","157.02","158.65","159.06","159.74"
"FESX","3572","3558","3522","3608","3630","3666"
"R","124.08","123.85","123.26","124.67","125.03","125.62"
"Z","7349.5","7306","7216","7439.5","7486","7576"
