"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2754.75","2740","2717.5","2777.25","2785","2807.5"
"6E","1.2006","1.19275","1.18005","1.2133","1.21815","1.23085"
"6B","135.08","134.49","133.53","136.04","136.41","137.37"
"6J","89.9","89.465","88.805","90.56","90.785","91.445"
"6A","78.54","78.17","77.61","79.1","79.29","79.85"
"6C","79.625","79.345","78.905","80.065","80.225","80.665"
"NG","2.934","2.784","2.532","3.186","3.288","3.54"
"CL","63.28","62.75","61.53","64.5","65.19","66.41"
"RB","182.37","181.05","177.95","185.47","187.25","190.35"
"SI","16.9","16.83","16.68","17.05","17.13","17.28"
"HG","321.1","318.85","314.35","325.6","327.85","332.35"
"GC","1317.6","1312.8","1304.6","1325.8","1329.2","1337.4"
"ZT","106.875","106.859375","106.828125","106.90625","106.921875","106.953125"
"ZF","115.59375","115.515625","115.390625","115.71875","115.765625","115.890625"
"ZN","122.953125","122.765625","122.484375","123.234375","123.328125","123.609375"
"ZB","149.8125","149.1875","148.1875","150.8125","151.1875","152.1875"
"UB","163.125","162.09375","160.5","164.71875","165.28125","166.875"
"ZC","347.75","346.75","344.5","350","351.25","353.5"
"ZS","947","944","936","955","960","968"
"ZW","429.75","426.25","420.5","435.5","437.75","443.5"
"TN","131.875","131.5625","131.078125","132.359375","132.53125","133.015625"
"6S","102.44","101.95","101.08","103.31","103.69","104.56"
"NQ","6685","6643.75","6580.75","6748","6769.75","6832.75"
"NIY","23655","23530","23340","23845","23910","24100"
"YM","25406","25257","25032","25631","25707","25932"
"FGBL","159.88","159.44","158.17","161.15","161.98","163.25"
"FGBX","160.8","160","157.9","162.9","164.2","166.3"
"FDAX","13127.5","13061","12910","13278.5","13363","13514"
"FBTP","135.07","134.72","133.72","136.07","136.72","137.72"
"FOAT","153.7","153.29","152.05","154.94","155.77","157.01"
"FESX","3573","3560","3530","3603","3620","3650"
"R","123.6","123.36","122.68","124.28","124.72","125.4"
"Z","7683.5","7660.5","7622","7722","7737.5","7776"
