"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2563.25","2559.25","2552","2570.5","2573.75","2581"
"6E","1.179","1.17595","1.17115","1.1838","1.18555","1.19035"
"6B","131.13","130.68","129.56","132.25","132.92","134.04"
"6J","87.95","87.64","87.06","88.53","88.8","89.38"
"6A","77.61","77.37","76.84","78.14","78.43","78.96"
"6C","78.755","78.575","78.15","79.18","79.425","79.85"
"NG","2.956","2.938","2.897","2.997","3.02","3.061"
"CL","51.83","51.2","50.21","52.82","53.18","54.17"
"RB","163.62","159.91","153.51","170.02","172.71","179.11"
"SI","16.855","16.745","16.48","17.12","17.275","17.54"
"HG","317.55","315.35","310.3","322.6","325.45","330.5"
"GC","1273.9","1269.6","1259.8","1283.7","1289.2","1299"
"ZT","107.65625","107.625","107.5625","107.71875","107.75","107.8125"
"ZF","116.984375","116.8671875","116.6328125","117.21875","117.3359375","117.5703125"
"ZN","124.53125","124.328125","123.890625","124.96875","125.203125","125.640625"
"ZB","151.1875","150.65625","149.46875","152.375","153.03125","154.21875"
"UB","162.625","161.875","160.1875","164.3125","165.25","166.9375"
"ZC","350.75","349","346.5","353.25","354","356.5"
"ZS","981.5","977.5","967.75","991.25","997","1006.75"
"ZW","434.5","431","425.5","440","442","447.5"
"TN","133.203125","132.890625","132.1875","133.90625","134.296875","135"
"6S","101.07","100.65","99.78","101.94","102.39","103.26"
"NQ","6062.25","6045","6013","6094.25","6109","6141"
"NIY","21710","21515","21210","22015","22125","22430"
"YM","23273","23143","22932","23484","23565","23776"
"FGBL","160.87","160.62","159.96","161.53","161.94","162.6"
"FGBX","162.34","161.86","160.54","163.66","164.5","165.82"
"FDAX","12981.5","12946.5","12881","13047","13077.5","13143"
"FBTP","136.36","136.09","135.41","137.04","137.45","138.13"
"FOAT","155.43","155.2","154.58","156.05","156.44","157.06"
"FESX","3596","3585","3564","3617","3627","3648"
"R","123.89","123.65","123.1","124.44","124.75","125.3"
"Z","7482","7463.5","7434","7511.5","7522.5","7552"
