"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2794.25","2785.25","2762.75","2816.75","2830.25","2852.75"
"6E","1.1708","1.1665","1.1596","1.1777","1.1803","1.1872"
"6B","131.31","131.01","130.48","131.84","132.07","132.6"
"6J","90.25","90.135","89.915","90.47","90.575","90.795"
"6A","73.94","73.78","73.52","74.2","74.3","74.56"
"6C","76.575","76.3","75.805","77.07","77.29","77.785"
"NG","2.772","2.748","2.704","2.816","2.836","2.88"
"CL","69.14","68.16","66.54","70.76","71.4","73.02"
"RB","210.4","209.49","207.39","212.5","213.69","215.79"
"SI","15.45","15.36","15.215","15.595","15.65","15.795"
"HG","276.45","273.75","268.85","281.35","283.55","288.45"
"GC","1228.3","1225.1","1219.1","1234.3","1237.1","1243.1"
"ZT","105.65625","105.640625","105.609375","105.6875","105.703125","105.734375"
"ZF","113.0546875","112.9921875","112.8828125","113.1640625","113.2109375","113.3203125"
"ZN","119.265625","119.140625","118.90625","119.5","119.609375","119.84375"
"ZB","142.3125","142.03125","141.40625","142.9375","143.28125","143.90625"
"UB","155.875","155.5","154.65625","156.71875","157.1875","158.03125"
"ZC","377.75","374","367.75","384","386.5","392.75"
"ZS","885.5","880","869.5","896","901","911.5"
"ZW","533.75","521.25","500","555","563.75","585"
"TN","126.78125","126.625","126.28125","127.125","127.3125","127.65625"
"6S","101.1","100.56","99.75","101.91","102.18","102.99"
"NQ","7143.25","7086","6946.75","7282.5","7364.5","7503.75"
"NIY","22410","22355","22205","22560","22655","22805"
"YM","25213","25142","24944","25411","25538","25736"
"FGBL","161.08","160.73","159.78","162.03","162.63","163.58"
"FGBX","174.02","173.2","170.98","176.24","177.64","179.86"
"FDAX","12761","12720.5","12641.5","12840","12878.5","12957.5"
"FBTP","126.48","126.26","125.72","127.02","127.34","127.88"
"FOAT","153.14","152.83","151.98","153.99","154.53","155.38"
"FESX","3500","3490","3472","3518","3526","3544"
"R","122.16","121.85","120.99","123.02","123.57","124.43"
"Z","7603.5","7564.5","7499","7669","7695.5","7761"
