"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2725.75","2718.25","2704.25","2739.75","2746.25","2760.25"
"6E","1.1751","1.17065","1.16285","1.1829","1.18625","1.19405"
"6B","133.92","133.54","132.63","134.83","135.36","136.27"
"6J","89.925","89.7","89.245","90.38","90.61","91.065"
"6A","75.21","74.71","73.88","76.04","76.37","77.2"
"6C","77.73","77.345","76.69","78.385","78.655","79.31"
"NG","2.797","2.783","2.745","2.835","2.859","2.897"
"CL","71.57","70.78","69.44","72.91","73.46","74.8"
"RB","222.99","220.75","217.05","226.69","228.15","231.85"
"SI","16.355","16.19","15.935","16.61","16.7","16.955"
"HG","307.45","305","300.9","311.55","313.2","317.3"
"GC","1283.8","1276.8","1265.4","1295.2","1299.6","1311"
"ZT","105.875","105.859375","105.828125","105.90625","105.921875","105.953125"
"ZF","112.984375","112.9140625","112.796875","113.1015625","113.1484375","113.265625"
"ZN","118.703125","118.546875","118.28125","118.96875","119.078125","119.34375"
"ZB","140.90625","140.5","139.8125","141.59375","141.875","142.5625"
"UB","153.78125","153.3125","152.46875","154.625","155","155.84375"
"ZC","400.25","398","392.25","406","409.5","415.25"
"ZS","1011.75","998","977","1032.75","1040","1061"
"ZW","499.25","491.5","470.75","520","533","553.75"
"TN","126.234375","126","125.59375","126.640625","126.8125","127.21875"
"6S","100.27","100.08","99.77","100.58","100.7","101.01"
"NQ","6881.75","6847.5","6776.25","6953","6990","7061.25"
"NIY","22925","22830","22675","23080","23140","23295"
"YM","24905","24807","24623","25089","25175","25359"
"FGBL","158.74","158.25","157.39","159.6","159.97","160.83"
"FGBX","162.82","161.7","159.66","164.86","165.78","167.82"
"FDAX","162.82","161.7","159.66","164.86","165.78","167.82"
"FBTP","131.2","130.34","128.23","133.31","134.56","136.67"
"FOAT","153.08","152.87","152.38","153.57","153.85","154.34"
"FESX","3547","3538","3515","3570","3584","3607"
"R","121.54","121.35","120.97","121.92","122.11","122.49"
"Z","7800","7753.5","7679.5","7874","7901.5","7975.5"
