"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2695.25","2668","2610.5","2752.75","2783","2840.5"
"6E","1.23765","1.23095","1.2209","1.2477","1.25105","1.2611"
"6B","140.05","139.02","137.31","141.76","142.44","144.15"
"6J","94.685","94.39","93.83","95.245","95.51","96.07"
"6A","77","76.75","76.36","77.39","77.53","77.92"
"6C","76.455","76.185","75.77","76.87","77.015","77.43"
"NG","2.626","2.601","2.537","2.69","2.729","2.793"
"CL","61.6","61.06","60.11","62.55","62.96","63.91"
"RB","192.62","191.5","188.61","195.51","197.28","200.17"
"SI","16.24","16.15","16.01","16.38","16.43","16.57"
"HG","305.7","303.15","297.9","310.95","313.65","318.9"
"GC","1310.3","1302.8","1290.7","1322.4","1327","1339.1"
"ZT","106.171875","106.140625","106.0625","106.25","106.296875","106.375"
"ZF","113.8984375","113.7578125","113.5078125","114.1484375","114.2578125","114.5078125"
"ZN","120.140625","119.90625","119.5","120.546875","120.71875","121.125"
"ZB","144","143.5","142.65625","144.84375","145.1875","146.03125"
"UB","156.75","156.09375","155","157.84375","158.28125","159.375"
"ZC","372","369.25","361","380.25","385.75","394"
"ZS","1013.75","1005","979.25","1039.5","1056.5","1082.25"
"ZW","444.75","439","421.25","462.5","474.5","492.25"
"TN","128.3125","128","127.46875","128.84375","129.0625","129.59375"
"6S","105.73","105.32","104.7","106.35","106.56","107.18"
"NQ","6811.5","6709","6491.25","7029.25","7144.5","7362.25"
"NIY","20865","20610","20055","21420","21720","22275"
"YM","24450","24210","23713","24947","25204","25701"
"FGBL","157.84","157.46","156.86","158.44","158.66","159.26"
"FGBX","162.62","161.88","160.72","163.78","164.2","165.36"
"FDAX","12130","12045","11838.5","12336.5","12458","12664.5"
"FBTP","136.1","135.75","135.18","136.67","136.89","137.46"
"FOAT","152.8","152.48","151.98","153.3","153.48","153.98"
"FESX","3280","3258","3205","3333","3364","3417"
"R","121.36","120.9","120.19","122.07","122.32","123.03"
"Z","6904.5","6855","6724","7035.5","7117","7248"
