"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2628.5","2594","2539.25","2683.25","2703.5","2758.25"
"6E","1.1954","1.19095","1.1827","1.20365","1.20745","1.2157"
"6B","135.19","134.71","133.78","136.12","136.57","137.5"
"6J","91.67","91.46","90.955","92.175","92.47","92.975"
"6A","75","74.64","73.98","75.66","75.96","76.62"
"6C","77.565","77.29","76.82","78.035","78.23","78.7"
"NG","2.697","2.682","2.646","2.733","2.754","2.79"
"CL","68.6","67.48","65.7","70.38","71.04","72.82"
"RB","208.98","206.55","202.45","213.08","214.75","218.85"
"SI","16.425","16.335","16.18","16.58","16.645","16.8"
"HG","305.9","303.25","298.35","310.8","313.05","317.95"
"GC","1310.5","1306.2","1299.3","1317.4","1320","1326.9"
"ZT","105.984375","105.953125","105.875","106.0625","106.109375","106.1875"
"ZF","113.421875","113.3203125","113.078125","113.6640625","113.8046875","114.046875"
"ZN","119.515625","119.34375","118.953125","119.90625","120.125","120.515625"
"ZB","143.15625","142.65625","141.625","144.1875","144.71875","145.75"
"UB","156.03125","155.34375","153.96875","157.40625","158.09375","159.46875"
"ZC","405","404","401.5","407.5","409","411.5"
"ZS","1030.75","1024.75","1007.5","1048","1059.25","1076.5"
"ZW","518.5","510.5","493","536","545.5","563"
"TN","127.59375","127.328125","126.75","128.171875","128.484375","129.0625"
"6S","100.06","99.83","99.32","100.57","100.85","101.36"
"NQ","6664.5","6554","6382","6836.5","6898","7070"
"NIY","22265","22055","21725","22595","22715","23045"
"YM","23886","23545","23009","24422","24617","25153"
"FGBL","158.95","158.83","158.5","159.28","159.49","159.82"
"FGBX","163.6","163.36","162.68","164.28","164.72","165.4"
"FDAX","12744.5","12662","12521","12885.5","12944","13085"
"FBTP","138.52","138.14","137.07","139.59","140.28","141.35"
"FOAT","153.83","153.7","153.35","154.18","154.4","154.75"
"FESX","3477","3458","3423","3512","3528","3563"
"R","122.37","122.19","121.73","122.83","123.11","123.57"
"Z","7485.5","7447.5","7382","7551","7578.5","7644"
