"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2564.25","2554.5","2539.75","2579","2584","2598.75"
"6E","1.1779","1.1744","1.1653","1.187","1.1926","1.2017"
"6B","131.42","130.7","129.59","132.53","132.92","134.03"
"6J","88.015","87.725","86.9","88.84","89.375","90.2"
"6A","77.82","77.56","76.83","78.55","79.02","79.75"
"6C","78.885","78.545","77.56","79.87","80.515","81.5"
"NG","2.868","2.822","2.742","2.948","2.982","3.062"
"CL","51.12","50.4","49.21","52.31","52.78","53.97"
"RB","161.18","158.01","152.94","166.25","168.15","173.22"
"SI","16.93","16.785","16.45","17.265","17.455","17.79"
"HG","313.65","310.75","304.2","320.2","323.85","330.4"
"GC","1275.7","1271","1257.8","1288.9","1297.4","1310.6"
"ZT","107.640625","107.59375","107.484375","107.75","107.8125","107.921875"
"ZF","116.96875","116.84375","116.5","117.3125","117.53125","117.875"
"ZN","124.59375","124.375","123.75","125.21875","125.625","126.25"
"ZB","151.46875","150.75","149","153.21875","154.25","156"
"UB","163.125","162.1875","159.84375","165.46875","166.875","169.21875"
"ZC","342.75","341","335.75","348","351.5","356.75"
"ZS","983.75","978.5","963.25","999","1009","1024.25"
"ZW","422.25","418.5","408.25","432.5","439","449.25"
"TN","133.4375","133.09375","132.1875","134.34375","134.90625","135.8125"
"6S","101.56","101.21","100.22","102.55","103.19","104.18"
"NQ","6091.25","6071.5","6032.75","6130","6149","6187.75"
"NIY","21390","21225","20975","21640","21725","21975"
"YM","23161","23046","22871","23336","23396","23571"
"FGBL","161.21","160.97","160.35","161.83","162.21","162.83"
"FGBX","162.72","162.08","160.4","164.4","165.44","167.12"
"FDAX","12934","12889","12784.5","13038.5","13098","13202.5"
"FBTP","136.47","136.24","135.8","136.91","137.12","137.56"
"FOAT","155.7","155.48","154.93","156.25","156.58","157.13"
"FESX","3591","3583","3566","3608","3617","3634"
"R","124.17","123.95","123.46","124.66","124.93","125.42"
"Z","7473.5","7459","7417.5","7515","7542","7583.5"
