"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2844.25","2835.25","2809.25","2870.25","2887.25","2913.25"
"6E","1.23785","1.2331","1.22385","1.2471","1.2516","1.26085"
"6B","140.43","139.83","138.54","141.72","142.41","143.7"
"6J","91.77","91.51","90.94","92.34","92.65","93.22"
"6A","80.79","80.56","80.15","81.2","81.38","81.79"
"6C","81.025","80.855","80.57","81.31","81.425","81.71"
"NG","3.079","2.992","2.851","3.22","3.274","3.415"
"CL","64.9","64.24","62.82","66.32","67.08","68.5"
"RB","190.23","188.86","185.95","193.14","194.68","197.59"
"SI","16.99","16.85","16.475","17.365","17.6","17.975"
"HG","317.9","316.35","312.05","322.2","324.95","329.25"
"GC","1338.8","1332.6","1317.8","1353.6","1362.2","1377"
"ZT","106.609375","106.5625","106.484375","106.6875","106.71875","106.796875"
"ZF","114.7109375","114.546875","114.25","115.0078125","115.140625","115.4375"
"ZN","121.546875","121.28125","120.734375","122.09375","122.375","122.921875"
"ZB","147.5","146.875","145.5625","148.8125","149.5","150.8125"
"UB","160.90625","160","158.125","162.78125","163.75","165.625"
"ZC","357","355","352","360","361","364"
"ZS","986","980.25","968.25","998","1004.25","1016.25"
"ZW","444.75","440.5","434","451.25","453.5","460"
"TN","130.0625","129.671875","128.875","130.859375","131.265625","132.0625"
"6S","106.87","106.59","106","107.46","107.77","108.36"
"NQ","6967.5","6942.5","6878","7032","7071.5","7136"
"NIY","23375","23220","22870","23725","23920","24270"
"YM","26338","26247","25984","26601","26773","27036"
"FGBL","158.38","158.05","157.1","159.33","159.95","160.9"
"FGBX","160.54","159.84","157.84","162.54","163.84","165.84"
"FDAX","13272.5","13228","13138","13362.5","13408","13498"
"FBTP","135.59","135.33","134.75","136.17","136.49","137.07"
"FOAT","152.52","152.21","151.35","153.38","153.93","154.79"
"FESX","3625","3615","3593","3647","3659","3681"
"R","122.29","122.16","121.9","122.55","122.68","122.94"
"Z","7591.5","7566","7509.5","7648","7679","7735.5"
