"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2755","2721","2669.5","2806.5","2824","2875.5"
"6E","1.2374","1.2342","1.22855","1.24305","1.2455","1.25115"
"6B","138.56","138.02","137.02","139.56","140.02","141.02"
"6J","93.995","93.685","93.005","94.675","95.045","95.725"
"6A","78.03","77.54","76.79","78.78","79.04","79.79"
"6C","77.735","77.385","76.8","78.32","78.555","79.14"
"NG","2.715","2.697","2.661","2.751","2.769","2.805"
"CL","60.73","59.43","57.42","62.74","63.45","65.46"
"RB","187.78","185.14","180.72","192.2","193.98","198.4"
"SI","16.435","16.255","15.94","16.75","16.885","17.2"
"HG","308","302.35","293.4","316.95","320.25","329.2"
"GC","1317.2","1310.5","1299.6","1328.1","1332.3","1343.2"
"ZT","106.21875","106.171875","106.109375","106.28125","106.296875","106.359375"
"ZF","113.859375","113.75","113.5390625","114.0703125","114.171875","114.3828125"
"ZN","119.828125","119.640625","119.265625","120.203125","120.390625","120.765625"
"ZB","142.6875","142.25","141.3125","143.625","144.125","145.0625"
"UB","154.53125","153.90625","152.53125","155.90625","156.65625","158.03125"
"ZC","389","387.75","384.5","392.25","394.25","397.5"
"ZS","1029","1019","991.5","1056.5","1074","1101.5"
"ZW","483.75","478.25","465","497","504.75","518"
"TN","127.703125","127.4375","126.875","128.265625","128.5625","129.125"
"6S","105.8","105.54","105.05","106.29","106.52","107.01"
"NQ","7034","6943.5","6806.5","7171","7217.5","7354.5"
"NIY","21345","20995","20465","21875","22055","22585"
"YM","25041","24723","24242","25522","25685","26166"
"FGBL","156.84","156.69","156.34","157.19","157.39","157.74"
"FGBX","160.22","159.88","158.96","161.14","161.72","162.64"
"FDAX","12288","12234","12117","12405","12468","12585"
"FBTP","135.81","135.63","135.27","136.17","136.35","136.71"
"FOAT","151.88","151.74","151.37","152.25","152.48","152.85"
"FESX","3314","3298","3266","3346","3362","3394"
"R","121.11","120.97","120.67","121.41","121.57","121.87"
"Z","7193","7168.5","7126","7235.5","7253.5","7296"
