"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2686.5","2686.75","2686.75","2686.5","2686.75","2686.75"
"6E","1.1932","1.19355","1.19355","1.1932","1.19355","1.19355"
"6B","134.21","134.09","134.09","134.21","134.09","134.09"
"6J","88.755","88.7","88.7","88.755","88.7","88.7"
"6A","77.13","77.12","77.12","77.13","77.12","77.12"
"6C","78.59","78.515","78.515","78.59","78.515","78.515"
"NG","2.657","2.655","2.655","2.657","2.655","2.655"
"CL","58.4","58.34","58.34","58.4","58.34","58.34"
"RB","176.27","175.87","175.87","176.27","175.87","175.87"
"SI","16.445","16.445","16.445","16.445","16.445","16.445"
"HG","324","324.1","324.1","324","324.1","324.1"
"GC","1278.9","1279","1279","1278.9","1279","1279"
"ZT","107","107","107","107","107","107"
"ZF","115.890625","115.8984375","115.8984375","115.890625","115.8984375","115.8984375"
"ZN","123.46875","123.484375","123.484375","123.46875","123.484375","123.484375"
"ZB","151.03125","151.03125","151.03125","151.03125","151.03125","151.03125"
"UB","164.625","164.625","164.625","164.625","164.625","164.625"
"ZC","352","352","352","352","352","352"
"ZS","960","960","960","960","960","960"
"ZW","424.5","424.5","424.5","424.5","424.5","424.5"
"TN","132.65625","132.671875","132.671875","132.65625","132.671875","132.671875"
"6S","101.74","101.7","101.7","101.74","101.7","101.7"
"NQ","6483","6482.5","6482.5","6483","6482.5","6482.5"
"NIY","22815","22800","22800","22815","22800","22800"
"YM","24763","24761","24761","24763","24761","24761"
"FGBL","24763","24761","24761","24763","24761","24761"
"FGBX","24763","24761","24761","24763","24761","24761"
"FDAX","24763","24761","24761","24763","24761","24761"
"FBTP","24763","24761","24761","24763","24761","24761"
"FOAT","24763","24761","24761","24763","24761","24761"
"FESX","24763","24761","24761","24763","24761","24761"
"R","24763","24761","24761","24763","24761","24761"
"Z","24763","24761","24761","24763","24761","24761"
