"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2704.25","2674.5","2628.75","2750","2766","2811.75"
"6E","1.24915","1.24525","1.23935","1.25505","1.25705","1.26295"
"6B","140.39","139.71","138.64","141.46","141.85","142.92"
"6J","93.79","93.315","92.505","94.6","94.935","95.745"
"6A","78.95","78.56","77.82","79.69","80.04","80.78"
"6C","79.845","79.6","79.155","80.29","80.49","80.935"
"NG","2.536","2.493","2.409","2.62","2.661","2.745"
"CL","60.19","59.04","57.18","62.05","62.76","64.62"
"RB","171","168.42","164.23","175.19","176.8","180.99"
"SI","16.625","16.455","16.13","16.95","17.105","17.43"
"HG","322.35","320.1","316.6","325.85","327.1","330.6"
"GC","1351.2","1347.1","1339","1359.3","1363.3","1371.4"
"ZT","106.453125","106.40625","106.3125","106.546875","106.59375","106.6875"
"ZF","114.03125","113.8515625","113.5390625","114.34375","114.4765625","114.7890625"
"ZN","120.140625","119.84375","119.34375","120.640625","120.84375","121.34375"
"ZB","143.3125","142.625","141.4375","144.5","145","146.1875"
"UB","155.28125","154.28125","152.46875","157.09375","157.90625","159.71875"
"ZC","366.5","365","362.5","369","370","372.5"
"ZS","1018.75","1013.25","1005","1027","1029.75","1038"
"ZW","455","448.5","438","465.5","469.5","480"
"TN","127.703125","127.296875","126.625","128.375","128.640625","129.3125"
"6S","108.05","107.49","106.56","108.98","109.35","110.28"
"NQ","6718.25","6620.75","6469.25","6869.75","6923.75","7075.25"
"NIY","21310","21150","20845","21615","21760","22065"
"YM","24939","24643","24182","25400","25565","26026"
"FGBL","157.53","157.19","156.62","158.1","158.33","158.9"
"FGBX","157.84","157","155.64","159.2","159.72","161.08"
"FDAX","12240","12155","11953","12442","12559","12761"
"FBTP","135.44","135.06","134.41","136.09","136.36","137.01"
"FOAT","152.14","151.84","151.35","152.63","152.82","153.31"
"FESX","3369","3352","3314","3407","3428","3466"
"R","120.26","119.93","119.37","120.82","121.05","121.61"
"Z","7167.5","7139","7079","7227.5","7259","7319"
