"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2821","2800.75","2767","2854.75","2868.25","2902"
"6E","1.171","1.16735","1.16","1.17835","1.18205","1.1894"
"6B","131.67","131.32","130.66","132.33","132.64","133.3"
"6J","90.2","89.87","89.31","90.76","90.99","91.55"
"6A","74.01","73.63","72.94","74.7","75.01","75.7"
"6C","76.175","75.685","74.865","76.995","77.325","78.145"
"NG","2.73","2.706","2.667","2.769","2.784","2.823"
"CL","68.47","67.63","66.2","69.9","70.49","71.92"
"RB","206.51","204.51","201.33","209.69","210.87","214.05"
"SI","15.49","15.39","15.21","15.67","15.75","15.93"
"HG","278.55","275.4","268.2","285.75","289.8","297"
"GC","1225.3","1218.9","1208.1","1236.1","1240.5","1251.3"
"ZT","105.6875","105.640625","105.5625","105.765625","105.796875","105.875"
"ZF","113.1328125","113.0078125","112.8203125","113.3203125","113.3828125","113.5703125"
"ZN","119.421875","119.203125","118.859375","119.765625","119.890625","120.234375"
"ZB","142.8125","142.25","141.3125","143.75","144.125","145.0625"
"UB","156.53125","155.65625","154.21875","157.96875","158.53125","159.96875"
"ZC","367.75","362.5","354.25","376","379","387.25"
"ZS","869.25","862.5","851.5","880.25","884.5","895.5"
"ZW","520.25","497.5","462.25","555.5","568","603.25"
"TN","127.0625","126.75","126.25","127.5625","127.75","128.25"
"6S","100.97","100.76","100.35","101.38","101.58","101.99"
"NQ","7403.25","7337.25","7210.5","7530","7590.75","7717.5"
"NIY","22520","22435","22290","22665","22725","22870"
"YM","25185","24966","24617","25534","25664","26013"
"FGBL","162.03","161.69","161.14","162.58","162.79","163.34"
"FGBX","176.68","175.92","174.78","177.82","178.2","179.34"
"FDAX","12478","12405.5","12209","12674.5","12798.5","12995"
"FBTP","127.61","127.35","126.8","128.16","128.45","129"
"FOAT","154.22","154.11","153.91","154.42","154.51","154.71"
"FESX","3443","3427","3385","3485","3511","3553"
"R","123.18","123.07","122.86","123.39","123.49","123.7"
"Z","7563","7532.5","7457.5","7638","7682.5","7757.5"
