"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2741","2719","2684.5","2775.5","2788","2822.5"
"6E","1.17545","1.1704","1.1617","1.18415","1.1878","1.1965"
"6B","132.57","132.07","131.21","133.43","133.79","134.65"
"6J","90.76","90.555","90.22","91.095","91.225","91.56"
"6A","73.88","73.49","72.82","74.55","74.83","75.5"
"6C","76.18","75.945","75.525","76.6","76.785","77.205"
"NG","2.835","2.813","2.779","2.869","2.881","2.915"
"CL","72.66","71.53","69.75","74.44","75.09","76.87"
"RB","209.18","207.52","203.72","212.98","215.12","218.92"
"SI","16","15.93","15.805","16.125","16.18","16.305"
"HG","279.35","276.25","270.95","284.65","286.85","292.15"
"GC","1253.1","1250.4","1244.4","1259.1","1262.4","1268.4"
"ZT","105.84375","105.8125","105.75","105.90625","105.9375","106"
"ZF","113.5390625","113.4375","113.234375","113.7421875","113.84375","114.046875"
"ZN","120.171875","120.015625","119.671875","120.515625","120.703125","121.046875"
"ZB","145.3125","144.96875","144.21875","146.0625","146.46875","147.21875"
"UB","160.15625","159.65625","158.625","161.1875","161.71875","162.75"
"ZC","365.5","358","346.5","377","381","392.5"
"ZS","866.25","837.75","793.75","910.25","925.75","969.75"
"ZW","504.5","493.5","477","521","526.5","543"
"TN","128.25","128.03125","127.5625","128.71875","128.96875","129.4375"
"6S","101.24","100.89","100.28","101.85","102.11","102.72"
"NQ","7144.75","7056.25","6921.75","7279.25","7325.25","7459.75"
"NIY","21655","21520","21285","21890","21990","22225"
"YM","24299","24141","23882","24558","24659","24918"
"FGBL","162.56","162.31","161.88","162.99","163.17","163.6"
"FGBX","178.1","177.56","176.6","179.06","179.48","180.44"
"FDAX","12417","12352.5","12226","12543.5","12605.5","12732"
"FBTP","126.88","126.6","125.89","127.59","128.02","128.73"
"FOAT","154.69","154.53","154.23","154.99","155.13","155.43"
"FESX","3421","3404","3370","3455","3472","3506"
"R","123.14","123.01","122.74","123.41","123.55","123.82"
"Z","7508","7468","7388","7588","7628","7708"
