"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2802.5","2794.5","2775.25","2821.75","2833","2852.25"
"6E","1.16875","1.1672","1.16315","1.1728","1.1753","1.17935"
"6B","131.27","131.01","130.55","131.73","131.93","132.39"
"6J","89.555","89.205","88.62","90.14","90.375","90.96"
"6A","73.86","73.7","73.32","74.24","74.46","74.84"
"6C","76.83","76.64","76.305","77.165","77.31","77.645"
"NG","2.741","2.723","2.682","2.782","2.805","2.846"
"CL","67.16","66.66","65.49","68.33","69","70.17"
"RB","203.01","201.51","197.55","206.97","209.43","213.39"
"SI","15.385","15.315","15.16","15.54","15.625","15.78"
"HG","271.2","267.65","258.3","280.55","286.35","295.7"
"GC","1223.6","1219.5","1210.4","1232.7","1237.7","1246.8"
"ZT","105.65625","105.640625","105.609375","105.6875","105.703125","105.734375"
"ZF","112.921875","112.828125","112.6015625","113.1484375","113.28125","113.5078125"
"ZN","118.984375","118.796875","118.328125","119.453125","119.734375","120.203125"
"ZB","141.625","141.03125","139.625","143.03125","143.84375","145.25"
"UB","154.875","154.03125","152.03125","156.875","158.03125","160.03125"
"ZC","376.5","373.25","364.75","385","390.25","398.75"
"ZS","894.5","887.25","868","913.75","925.75","945"
"ZW","550.75","543.25","528.25","565.75","573.25","588.25"
"TN","126.421875","126.125","125.390625","127.15625","127.59375","128.328125"
"6S","101.07","100.9","100.58","101.39","101.54","101.86"
"NQ","7245.25","7213.5","7153.25","7305.5","7334","7394.25"
"NIY","22515","22405","22150","22770","22915","23170"
"YM","25208","25126","24918","25416","25542","25750"
"FGBL","160.73","160.55","160.05","161.23","161.55","162.05"
"FGBX","173.48","172.96","171.58","174.86","175.72","177.1"
"FDAX","12675.5","12614","12476","12813.5","12890","13028"
"FBTP","126.42","126.1","125.32","127.2","127.66","128.44"
"FOAT","152.8","152.6","152.04","153.36","153.72","154.28"
"FESX","3490","3477","3446","3521","3539","3570"
"R","121.96","121.81","121.38","122.39","122.67","123.1"
"Z","7540.5","7492.5","7366.5","7666.5","7744.5","7870.5"
