"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2549","2537.25","2519.5","2566.75","2572.75","2590.5"
"6E","1.18205","1.1775","1.1693","1.19025","1.1939","1.2021"
"6B","131.41","131.05","130.15","132.31","132.85","133.75"
"6J","88.635","88.29","87.64","89.285","89.59","90.24"
"6A","78.36","78.15","77.73","78.78","78.99","79.41"
"6C","80","79.89","79.61","80.28","80.45","80.73"
"NG","2.795","2.717","2.582","2.93","2.987","3.122"
"CL","51.1","50.68","49.62","52.16","52.8","53.86"
"RB","159.94","158.33","155.12","163.15","164.75","167.96"
"SI","17.02","16.785","16.405","17.4","17.545","17.925"
"HG","314.35","311.9","307.4","318.85","320.9","325.4"
"GC","1281.7","1273.3","1259.8","1295.2","1300.3","1313.8"
"ZT","107.6875","107.640625","107.5625","107.765625","107.796875","107.875"
"ZF","117.15625","117.0390625","116.7890625","117.40625","117.5390625","117.7890625"
"ZN","125.078125","124.890625","124.5","125.46875","125.671875","126.0625"
"ZB","153","152.4375","151.375","154.0625","154.5625","155.625"
"UB","165.28125","164.5","163","166.78125","167.5","169"
"ZC","347.75","346.75","344","350.5","352.25","355"
"ZS","983.5","980.5","975","989","991.5","997"
"ZW","429.5","426.25","419.75","436","439.25","445.75"
"TN","134.15625","133.875","133.3125","134.71875","135","135.5625"
"6S","102.34","101.89","101.08","103.15","103.51","104.32"
"NQ","6059.75","6021.5","5952.25","6129","6160","6229.25"
"NIY","21190","21050","20750","21490","21650","21950"
"YM","23007","22899","22733","23173","23231","23397"
"FGBL","162.05","161.82","161.36","162.51","162.74","163.2"
"FGBX","164.98","164.5","163.48","166","166.54","167.56"
"FDAX","12909.5","12841.5","12708","13043","13108.5","13242"
"FBTP","136.73","136.43","135.93","137.23","137.43","137.93"
"FOAT","156.46","156.28","155.89","156.85","157.06","157.45"
"FESX","3577","3561","3528","3610","3627","3660"
"R","124.58","124.22","123.66","125.14","125.34","125.9"
"Z","7459.5","7430","7375","7514.5","7540","7595"
