"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2791.75","2786.75","2773.25","2805.25","2813.75","2827.25"
"6E","1.1738","1.1709","1.166","1.1787","1.1807","1.1856"
"6B","132.38","132.09","131.36","133.11","133.55","134.28"
"6J","89.27","89.11","88.86","89.52","89.61","89.86"
"6A","74.03","73.9","73.59","74.34","74.52","74.83"
"6C","76.03","75.905","75.63","76.305","76.455","76.73"
"NG","2.738","2.717","2.677","2.778","2.797","2.837"
"CL","66.84","65.61","62.37","70.08","72.09","75.33"
"RB","194.15","190.73","180.65","204.23","210.89","220.97"
"SI","15.755","15.695","15.565","15.885","15.955","16.085"
"HG","274.15","271.9","266.9","279.15","281.9","286.9"
"GC","1236.8","1234","1226.8","1244","1248.4","1255.6"
"ZT","105.765625","105.734375","105.671875","105.828125","105.859375","105.921875"
"ZF","113.4140625","113.3125","113.1015625","113.625","113.734375","113.9453125"
"ZN","120.015625","119.84375","119.5","120.359375","120.53125","120.875"
"ZB","144.65625","144.1875","143.1875","145.65625","146.1875","147.1875"
"UB","159.375","158.71875","157.28125","160.8125","161.59375","163.03125"
"ZC","352","348.5","341.5","359","362.5","369.5"
"ZS","830","814.5","787","857.5","869.5","897"
"ZW","484.25","480","468.75","495.5","502.5","513.75"
"TN","127.953125","127.734375","127.25","128.4375","128.703125","129.1875"
"6S","100.46","100.06","99.45","101.07","101.28","101.89"
"NQ","7289.5","7254.25","7157.25","7386.5","7448.25","7545.25"
"NIY","22475","22410","22230","22655","22770","22950"
"YM","24975","24908","24784","25099","25156","25280"
"FGBL","162.3","162.13","161.63","162.8","163.13","163.63"
"FGBX","176.82","176.42","175.28","177.96","178.7","179.84"
"FDAX","12509","12456","12363","12602","12642","12735"
"FBTP","128.32","128.11","127.59","128.84","129.15","129.67"
"FOAT","154.44","154.27","153.76","154.95","155.29","155.8"
"FESX","3434","3423","3401","3456","3467","3489"
"R","122.8","122.64","122.27","123.17","123.38","123.75"
"Z","7486","7434.5","7314.5","7606","7674.5","7794.5"
