"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2773.25","2767.5","2750.5","2790.25","2801.5","2818.5"
"6E","1.18215","1.1785","1.17175","1.1889","1.192","1.19875"
"6B","133.75","133.34","132.57","134.52","134.88","135.65"
"6J","90.83","90.595","90.135","91.29","91.515","91.975"
"6A","75.28","74.94","74.18","76.04","76.46","77.22"
"6C","76.79","76.515","75.975","77.33","77.595","78.135"
"NG","2.927","2.891","2.83","2.988","3.013","3.074"
"CL","65.92","65.21","64.03","67.1","67.57","68.75"
"RB","208.76","205","199.13","214.63","216.74","222.61"
"SI","16.835","16.675","16.365","17.145","17.295","17.605"
"HG","322.95","320.5","316.1","327.35","329.3","333.7"
"GC","1296.8","1292.2","1283.7","1305.3","1309.2","1317.7"
"ZT","105.71875","105.671875","105.5625","105.828125","105.890625","106"
"ZF","112.9140625","112.765625","112.4609375","113.21875","113.375","113.6796875"
"ZN","118.953125","118.703125","118.203125","119.453125","119.703125","120.203125"
"ZB","142.09375","141.625","140.65625","143.0625","143.5625","144.53125"
"UB","155.65625","155.09375","153.9375","156.8125","157.40625","158.5625"
"ZC","373.25","370.5","364.75","379","382","387.75"
"ZS","927.75","919.75","897","950.5","965.25","988"
"ZW","508","499.75","476.25","531.5","546.75","570.25"
"TN","126.46875","126.140625","125.5","127.109375","127.421875","128.0625"
"6S","101.91","101.61","101.04","102.48","102.75","103.32"
"NQ","7205","7178.75","7110.75","7273","7314.75","7382.75"
"NIY","22735","22685","22540","22880","22975","23120"
"YM","25147","25087","24911","25323","25439","25615"
"FGBL","159.73","159.39","158.81","160.31","160.55","161.13"
"FGBX","171.66","170.9","169.58","172.98","173.54","174.86"
"FDAX","12803.5","12723.5","12601.5","12925.5","12967.5","13089.5"
"FBTP","124.87","124.51","123.63","125.75","126.27","127.15"
"FOAT","151.63","151.24","150.63","152.24","152.46","153.07"
"FESX","3459","3445","3422","3482","3491","3514"
"R","121.86","121.55","121.05","122.36","122.55","123.05"
"Z","7675","7641","7572.5","7743.5","7778","7846.5"
