"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2666.25","2651","2625.5","2691.75","2702","2727.5"
"6E","1.2397","1.23565","1.22905","1.2463","1.24885","1.25545"
"6B","143","142.32","141.24","144.08","144.48","145.56"
"6J","93.45","93.145","92.67","93.925","94.095","94.57"
"6A","77.61","77.42","77.12","77.91","78.02","78.32"
"6C","79.435","79.19","78.82","79.805","79.93","80.3"
"NG","2.735","2.718","2.68","2.773","2.794","2.832"
"CL","65.74","65.26","63.89","67.11","68","69.37"
"RB","202.95","201.45","197.89","206.51","208.57","212.13"
"SI","16.555","16.44","16.22","16.775","16.88","17.1"
"HG","305.45","301.4","294.3","312.55","315.6","322.7"
"GC","1344.7","1338.6","1328.2","1355.1","1359.4","1369.8"
"ZT","106.09375","106.0625","106","106.15625","106.1875","106.25"
"ZF","113.8515625","113.7578125","113.609375","114","114.0546875","114.203125"
"ZN","120.3125","120.140625","119.890625","120.5625","120.640625","120.890625"
"ZB","144.90625","144.34375","143.46875","145.78125","146.09375","146.96875"
"UB","158.125","157.34375","156.09375","159.375","159.84375","161.09375"
"ZC","381","379.75","376","384.75","387.25","391"
"ZS","1036.75","1031.5","1015.75","1052.5","1063","1078.75"
"ZW","457.5","453","440.25","470.25","478.5","491.25"
"TN","128.6875","128.40625","127.96875","129.125","129.28125","129.71875"
"6S","104.37","104.02","103.39","105","105.28","105.91"
"NQ","6664","6616.25","6542.5","6737.75","6763.75","6837.5"
"NIY","21730","21645","21445","21930","22045","22245"
"YM","24419","24276","24023","24672","24782","25035"
"FGBL","158.85","158.55","158.05","159.35","159.55","160.05"
"FGBX","163.8","163.14","162.06","164.88","165.3","166.38"
"FDAX","12353.5","12309.5","12189","12474","12550.5","12671"
"FBTP","138.47","138.22","137.81","138.88","139.04","139.45"
"FOAT","153.89","153.59","153.1","154.38","154.57","155.06"
"FESX","3354","3345","3322","3377","3391","3414"
"R","121.57","121.37","121","121.94","122.11","122.48"
"Z","7100","7060.5","6957","7203.5","7267.5","7371"
