"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2555.75","2546.25","2526.25","2575.75","2586.25","2606.25"
"6E","1.17865","1.17605","1.16885","1.18585","1.19045","1.19765"
"6B","131.39","131.03","130.28","132.14","132.53","133.28"
"6J","88.285","87.87","87.095","89.06","89.42","90.195"
"6A","75.58","75.35","74.77","76.16","76.51","77.09"
"6C","78.15","77.95","77.485","78.615","78.88","79.345"
"NG","3.039","2.998","2.901","3.136","3.192","3.289"
"CL","55.02","54.7","54.13","55.59","55.84","56.41"
"RB","172.72","171.56","169.23","175.05","176.22","178.55"
"SI","16.87","16.775","16.515","17.13","17.295","17.555"
"HG","303.8","302.15","299.25","306.7","307.95","310.85"
"GC","1273.3","1268.8","1256.3","1285.8","1293.8","1306.3"
"ZT","107.5","107.484375","107.421875","107.5625","107.609375","107.671875"
"ZF","116.953125","116.8515625","116.6484375","117.15625","117.2578125","117.4609375"
"ZN","124.796875","124.5625","124.125","125.234375","125.4375","125.875"
"ZB","153.25","152.53125","151.3125","154.46875","154.96875","156.1875"
"UB","166.3125","165.21875","163.34375","168.1875","168.96875","170.84375"
"ZC","337.25","336.25","334.5","339","339.75","341.5"
"ZS","970.5","964.5","955","980","983.5","993"
"ZW","416","411.75","401.25","426.5","432.75","443.25"
"TN","133.90625","133.53125","132.875","134.5625","134.84375","135.5"
"6S","101.05","100.75","100.1","101.7","102.05","102.7"
"NQ","6235.25","6204.5","6144.25","6295.5","6325","6385.25"
"NIY","21850","21605","21125","22330","22565","23045"
"YM","23193","23123","22968","23348","23433","23588"
"FGBL","162.41","162.17","161.61","162.97","163.29","163.85"
"FGBX","164.52","164.04","162.8","165.76","166.52","167.76"
"FDAX","12894","12802","12661.5","13034.5","13083","13223.5"
"FBTP","139.37","139.15","138.65","139.87","140.15","140.65"
"FOAT","157.63","157.36","156.74","158.25","158.6","159.22"
"FESX","3525","3505","3474","3556","3567","3598"
"R","124.69","124.51","124.09","125.11","125.35","125.77"
"Z","7334.5","7309","7254.5","7389","7418","7472.5"
