"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2685.5","2676.75","2662","2700.25","2706.25","2721"
"6E","1.18255","1.17835","1.16955","1.19135","1.19595","1.20475"
"6B","133.84","133.26","132.21","134.89","135.36","136.41"
"6J","89.165","88.97","88.58","89.555","89.75","90.14"
"6A","76.44","76.22","75.85","76.81","76.96","77.33"
"6C","77.755","77.665","77.445","77.975","78.105","78.325"
"NG","2.663","2.58","2.441","2.802","2.858","2.997"
"CL","56.82","56.41","55.51","57.72","58.21","59.11"
"RB","167.29","165.79","162.96","170.12","171.45","174.28"
"SI","16.105","16","15.845","16.26","16.31","16.465"
"HG","312.4","310.2","306.85","315.75","316.9","320.25"
"GC","1258.5","1251.4","1240.1","1269.8","1274","1285.3"
"ZT","107.09375","107.046875","106.984375","107.15625","107.171875","107.234375"
"ZF","116.21875","116.140625","115.9921875","116.3671875","116.4375","116.5859375"
"ZN","124.15625","124.078125","123.875","124.359375","124.484375","124.6875"
"ZB","152.78125","152.34375","151.1875","153.9375","154.65625","155.8125"
"UB","166.875","166.21875","164.5","168.59375","169.65625","171.375"
"ZC","346","345.25","343.25","348","349.25","351.25"
"ZS","955.25","949.25","935","969.5","977.75","992"
"ZW","419","417.5","414","422.5","424.5","428"
"TN","133.53125","133.375","132.9375","133.96875","134.25","134.6875"
"6S","101.83","101.38","100.61","102.6","102.92","103.69"
"NQ","6509","6483","6441","6551","6567","6609"
"NIY","22775","22585","22295","23065","23165","23455"
"YM","24717","24612","24422","24907","24992","25182"
"FGBL","163.26","163.13","162.85","163.54","163.69","163.97"
"FGBX","167.68","167.18","166.12","168.74","169.3","170.36"
"FDAX","13225","13135.5","12995","13365.5","13416.5","13557"
"FBTP","138.32","138.14","137.72","138.74","138.98","139.4"
"FOAT","157.21","157","156.6","157.61","157.8","158.2"
"FESX","3579","3559","3528","3610","3621","3652"
"R","125.44","125.3","125.06","125.68","125.78","126.02"
"Z","7441","7407.5","7351","7497.5","7520.5","7577"
