"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2646.75","2631.75","2604.25","2674.25","2686.75","2714.25"
"6E","1.22705","1.22405","1.2169","1.2342","1.23835","1.2455"
"6B","139.89","139.34","138.04","141.19","141.94","143.24"
"6J","93.26","93.02","92.345","93.935","94.37","95.045"
"6A","76.63","76.43","75.91","77.15","77.47","77.99"
"6C","78.275","78.05","77.68","78.645","78.79","79.16"
"NG","2.651","2.627","2.572","2.706","2.737","2.792"
"CL","63.07","62.59","61.61","64.05","64.55","65.53"
"RB","196.65","195.14","192.44","199.35","200.54","203.24"
"SI","16.22","16.085","15.865","16.44","16.525","16.745"
"HG","303.15","298.9","292.2","309.85","312.3","319"
"GC","1323.6","1318.7","1306.3","1336","1343.5","1355.9"
"ZT","106.234375","106.21875","106.1875","106.265625","106.28125","106.3125"
"ZF","114.09375","114.0546875","113.9453125","114.203125","114.2734375","114.3828125"
"ZN","120.46875","120.390625","120.1875","120.671875","120.796875","121"
"ZB","144.625","144.34375","143.625","145.34375","145.78125","146.5"
"UB","157.3125","156.875","155.75","158.4375","159.125","160.25"
"ZC","383.75","378","369.5","392.25","395","403.5"
"ZS","1017.5","1004","982.5","1039","1047","1068.5"
"ZW","458.75","452.5","443","468.25","471.5","481"
"TN","128.75","128.59375","128.21875","129.125","129.34375","129.71875"
"6S","104.23","104.06","103.61","104.68","104.96","105.41"
"NQ","6558.25","6516","6428","6646.25","6692","6780"
"NIY","21580","21295","20845","22030","22195","22645"
"YM","24274","24079","23728","24625","24781","25132"
"FGBL","158.93","158.74","158.39","159.28","159.44","159.79"
"FGBX","164.04","163.54","162.52","165.06","165.58","166.6"
"FDAX","12179","12030","11807","12402","12476","12699"
"FBTP","138.54","138.19","137.41","139.32","139.75","140.53"
"FOAT","154","153.81","153.39","154.42","154.65","155.07"
"FESX","3310","3271","3213","3368","3387","3445"
"R","122.05","121.87","121.45","122.47","122.71","123.13"
"Z","7044.5","6967","6838.5","7173","7224","7352.5"
