"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2496","2487.25","2472","2511.25","2517.75","2533"
"6E","1.17725","1.1734","1.1658","1.18485","1.1886","1.1962"
"6B","133.93","133.48","132.52","134.89","135.4","136.36"
"6J","88.64","88.235","87.43","89.445","89.845","90.65"
"6A","78.27","78.02","77.51","78.78","79.04","79.55"
"6C","79.93","79.585","78.67","80.845","81.415","82.33"
"NG","3.014","2.966","2.883","3.097","3.132","3.215"
"CL","51.75","51.36","50.68","52.43","52.72","53.4"
"RB","160.11","158.03","153.48","164.66","167.13","171.68"
"SI","16.74","16.655","16.475","16.92","17.015","17.195"
"HG","291.2","289.4","285.75","294.85","296.7","300.35"
"GC","1281.8","1275.7","1261","1296.5","1305.1","1319.8"
"ZT","107.828125","107.796875","107.734375","107.890625","107.921875","107.984375"
"ZF","117.421875","117.2890625","116.9765625","117.734375","117.9140625","118.2265625"
"ZN","125.1875","124.9375","124.3125","125.8125","126.1875","126.8125"
"ZB","152.1875","151.46875","149.46875","154.1875","155.46875","157.46875"
"UB","163.8125","162.78125","159.84375","166.75","168.65625","171.59375"
"ZC","350.25","346.5","340.75","356","358","363.75"
"ZS","959.5","953.75","943.75","969.5","973.75","983.75"
"ZW","452.75","444.25","431","466","470.75","484"
"TN","134.125","133.765625","132.78125","135.109375","135.734375","136.71875"
"6S","103.03","102.54","101.68","103.89","104.26","105.12"
"NQ","5897.75","5854.75","5780","5972.5","6004.25","6079"
"NIY","20255","20125","19910","20470","20555","20770"
"YM","22233","22168","22058","22343","22388","22498"
"FGBL","160.57","160.12","159.12","161.57","162.12","163.12"
"FGBX","161.98","161.02","158.88","164.12","165.3","167.44"
"FDAX","12613","12574.5","12497","12690.5","12729.5","12807"
"FBTP","134.08","133.67","132.76","134.99","135.49","136.4"
"FOAT","154.57","154.13","153.11","155.59","156.17","157.19"
"FESX","3531","3517","3490","3558","3571","3598"
"R","123.4","123.15","122.63","123.92","124.19","124.71"
"Z","7235.5","7204","7147","7292.5","7318","7375"
