"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2683.75","2680.75","2675","2689.5","2692.25","2698"
"6E","1.1924","1.19065","1.1873","1.19575","1.19735","1.2007"
"6B","134.06","133.8","133.36","134.5","134.68","135.12"
"6J","88.78","88.645","88.415","89.01","89.105","89.335"
"6A","77.19","77.07","76.9","77.36","77.41","77.58"
"6C","78.74","78.535","78.215","79.06","79.175","79.495"
"NG","2.606","2.558","2.431","2.733","2.812","2.939"
"CL","58.87","57.77","56.11","60.53","61.09","62.75"
"RB","175.99","172.7","166.71","181.98","184.68","190.67"
"SI","16.435","16.27","16.005","16.7","16.8","17.065"
"HG","324.6","321.15","315.75","330","331.95","337.35"
"GC","1280.7","1274","1263.5","1291.2","1295","1305.5"
"ZT","106.96875","106.953125","106.921875","107","107.015625","107.046875"
"ZF","115.8828125","115.8046875","115.6875","116","116.0390625","116.15625"
"ZN","123.46875","123.328125","123.09375","123.703125","123.796875","124.03125"
"ZB","151","150.375","149.375","152","152.375","153.375"
"UB","164.5625","163.65625","162.15625","166.0625","166.65625","168.15625"
"ZC","351.5","350.25","348.25","353.5","354.25","356.25"
"ZS","962.75","954.75","941.5","976","981.25","994.5"
"ZW","420","417.5","411.75","425.75","429","434.75"
"TN","132.65625","132.421875","132.03125","133.046875","133.203125","133.59375"
"6S","101.68","101.51","101.23","101.96","102.07","102.35"
"NQ","6432.5","6405","6348","6489.5","6519","6576"
"NIY","22835","22805","22740","22900","22935","23000"
"YM","24735","24677","24588","24824","24855","24944"
"FGBL","24735","24677","24588","24824","24855","24944"
"FGBX","24735","24677","24588","24824","24855","24944"
"FDAX","24735","24677","24588","24824","24855","24944"
"FBTP","24735","24677","24588","24824","24855","24944"
"FOAT","24735","24677","24588","24824","24855","24944"
"FESX","24735","24677","24588","24824","24855","24944"
"R","24735","24677","24588","24824","24855","24944"
"Z","24735","24677","24588","24824","24855","24944"
