"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2591.75","2589.25","2582.75","2598.25","2602.25","2608.75"
"6E","1.1779","1.17185","1.1627","1.18705","1.19015","1.1993"
"6B","132.59","131.87","130.76","133.7","134.09","135.2"
"6J","89.34","88.64","87.585","90.395","90.75","91.805"
"6A","75.69","75.27","74.59","76.37","76.63","77.31"
"6C","78.39","78.045","77.5","78.935","79.135","79.68"
"NG","2.939","2.911","2.84","3.01","3.053","3.124"
"CL","57.33","56.65","55.58","58.4","58.79","59.86"
"RB","175.2","174.2","171.99","177.41","178.62","180.83"
"SI","16.975","16.845","16.63","17.19","17.275","17.49"
"HG","312.3","310.95","308.55","314.7","315.75","318.15"
"GC","1282.4","1272.7","1257","1298.1","1304.1","1319.8"
"ZT","107.40625","107.34375","107.234375","107.515625","107.5625","107.671875"
"ZF","116.7734375","116.5625","116.2421875","117.09375","117.203125","117.5234375"
"ZN","124.78125","124.4375","123.921875","125.296875","125.46875","125.984375"
"ZB","153.84375","153.1875","152.15625","154.875","155.25","156.28125"
"UB","167.3125","166.4375","165.03125","168.71875","169.25","170.65625"
"ZC","355.25","353.75","351","358","359.25","362"
"ZS","990.25","983","971.25","1002","1006.5","1018.25"
"ZW","438.25","435.5","429.75","444","447","452.75"
"TN","133.96875","133.546875","132.890625","134.625","134.859375","135.515625"
"6S","101.33","100.64","99.58","102.39","102.76","103.82"
"NQ","6378.75","6368.25","6350","6397","6404.75","6423"
"NIY","22285","22165","21850","22600","22795","23110"
"YM","23442","23399","23278","23563","23641","23762"
"FGBL","162.63","162.29","161.62","163.3","163.63","164.3"
"FGBX","166.58","165.84","164.4","168.02","168.72","170.16"
"FDAX","12919","12829.5","12605.5","13143","13277.5","13501.5"
"FBTP","140.07","139.71","139.12","140.66","140.89","141.48"
"FOAT","158.49","158.19","157.6","159.08","159.37","159.96"
"FESX","3544","3529","3490","3583","3607","3646"
"R","124.76","124.51","124.02","125.25","125.49","125.98"
"Z","7384.5","7361","7303","7442.5","7477","7535"
