"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2613","2566.25","2494.75","2684.5","2709.25","2780.75"
"6E","1.24635","1.2393","1.22845","1.2572","1.261","1.27185"
"6B","142.17","141.58","140.61","143.14","143.52","144.49"
"6J","95.24","94.91","94.15","96","96.43","97.19"
"6A","77.1","76.83","76.35","77.58","77.79","78.27"
"6C","77.57","77.31","76.84","78.04","78.25","78.72"
"NG","2.621","2.586","2.522","2.685","2.714","2.778"
"CL","64.93","64.3","62.88","66.35","67.14","68.56"
"RB","200.48","198.93","194.97","204.44","206.85","210.81"
"SI","16.545","16.41","16.155","16.8","16.92","17.175"
"HG","294.15","291.25","285.4","300","302.95","308.8"
"GC","1347.1","1339.3","1327.2","1359.2","1363.5","1375.6"
"ZT","106.203125","106.171875","106.09375","106.28125","106.328125","106.40625"
"ZF","113.9921875","113.8984375","113.671875","114.21875","114.3515625","114.578125"
"ZN","120.3125","120.140625","119.765625","120.6875","120.890625","121.265625"
"ZB","144.25","143.78125","142.90625","145.125","145.53125","146.40625"
"UB","156.96875","156.25","154.90625","158.3125","158.9375","160.28125"
"ZC","371.5","369","362","378.5","383","390"
"ZS","1018","1010.25","991.75","1036.5","1047.25","1065.75"
"ZW","449","444","431.75","461.25","468.5","480.75"
"TN","128.484375","128.25","127.734375","129","129.28125","129.796875"
"6S","106.25","105.91","105.32","106.84","107.09","107.68"
"NQ","6606.25","6439.25","6186.25","6859.25","6945.25","7198.25"
"NIY","20315","19945","19385","20875","21065","21625"
"YM","23763","23335","22682","24416","24641","25294"
"FGBL","158.7","158.46","158.1","159.06","159.18","159.54"
"FGBX","164.46","163.96","163.2","165.22","165.48","166.24"
"FDAX","11670","11577","11326","11921","12079","12330"
"FBTP","136.85","136.58","135.97","137.46","137.8","138.41"
"FOAT","153.73","153.57","153.3","154","154.11","154.38"
"FESX","3161","3139","3082","3218","3253","3310"
"R","121.6","121.37","121","121.97","122.11","122.48"
"Z","6763.5","6728","6638.5","6853","6907","6996.5"
