"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2617","2589.75","2546","2660.75","2677.25","2721"
"6E","1.18605","1.18175","1.173","1.1948","1.19925","1.208"
"6B","134.34","133.96","132.98","135.32","135.92","136.9"
"6J","88.72","88.14","87.04","89.82","90.34","91.44"
"6A","75.66","75.21","74.41","76.46","76.81","77.61"
"6C","77.93","77.08","75.77","79.24","79.7","81.01"
"NG","3.023","2.984","2.899","3.108","3.154","3.239"
"CL","57.48","56.6","55.03","59.05","59.74","61.31"
"RB","172.63","171.11","167.44","176.3","178.45","182.12"
"SI","16.255","16.12","15.825","16.55","16.71","17.005"
"HG","306.5","303.7","297.9","312.3","315.3","321.1"
"GC","1274","1265.6","1248","1291.6","1300.8","1318.4"
"ZT","107.15625","107.0625","106.90625","107.3125","107.375","107.53125"
"ZF","116.2109375","115.96875","115.484375","116.6953125","116.9375","117.421875"
"ZN","123.96875","123.53125","122.671875","124.828125","125.25","126.109375"
"ZB","151.96875","150.65625","148.28125","154.34375","155.40625","157.78125"
"UB","165.1875","163.3125","159.875","168.625","170.1875","173.625"
"ZC","356","353.25","349","360.25","361.75","366"
"ZS","988.25","982","972.25","998","1001.5","1011.25"
"ZW","434","429.75","423.25","440.5","442.75","449.25"
"TN","133.15625","132.515625","131.28125","134.390625","134.984375","136.21875"
"6S","101.72","100.88","99.51","103.09","103.62","104.99"
"NQ","6276.75","6207.5","6093","6391.25","6436.5","6551"
"NIY","22380","22110","21540","22950","23250","23820"
"YM","24013","23788","23409","24392","24546","24925"
"FGBL","162.68","161.8","160.45","164.03","164.5","165.85"
"FGBX","166.28","164.46","161.58","169.16","170.22","173.1"
"FDAX","12757.5","12652","12390","13019.5","13176","13438"
"FBTP","139.15","138.65","137.86","139.94","140.23","141.02"
"FOAT","156.78","155.88","154.49","158.17","158.66","160.05"
"FESX","3500","3477","3418","3559","3595","3654"
"R","123.9","123.16","121.95","125.11","125.58","126.79"
"Z","7273","7243","7173.5","7342.5","7382","7451.5"
