"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2508","2500.25","2487.75","2520.5","2525.25","2537.75"
"6E","1.18305","1.1797","1.1739","1.18885","1.1913","1.1971"
"6B","133.91","133.42","132.54","134.79","135.18","136.06"
"6J","89.01","88.815","88.42","89.405","89.605","90"
"6A","78.16","77.95","77.59","78.52","78.67","79.03"
"6C","79.89","79.525","78.825","80.59","80.925","81.625"
"NG","2.987","2.966","2.917","3.036","3.064","3.113"
"CL","51.39","51.1","50.63","51.86","52.04","52.51"
"RB","157.43","155.76","151.66","161.53","163.96","168.06"
"SI","16.57","16.47","16.205","16.835","17","17.265"
"HG","293.7","291.95","287.5","298.15","300.85","305.3"
"GC","1279","1273.1","1260.3","1291.8","1298.7","1311.5"
"ZT","107.8125","107.765625","107.671875","107.90625","107.953125","108.046875"
"ZF","117.3828125","117.265625","116.9921875","117.65625","117.8125","118.0859375"
"ZN","125.140625","124.96875","124.5625","125.546875","125.78125","126.1875"
"ZB","152.46875","152.15625","151.59375","153.03125","153.28125","153.84375"
"UB","164.53125","163.9375","163","165.46875","165.8125","166.75"
"ZC","351.25","347.5","340.5","358.25","361.5","368.5"
"ZS","957.5","946.5","926.5","977.5","986.5","1006.5"
"ZW","444.5","440.5","429.5","455.5","462.5","473.5"
"TN","134.09375","133.875","133.390625","134.578125","134.84375","135.328125"
"6S","103.48","103.17","102.65","104","104.21","104.73"
"NQ","5949.25","5916.25","5865.75","5999.75","6017.25","6067.75"
"NIY","20290","20235","20140","20385","20425","20520"
"YM","22302","22259","22193","22368","22391","22457"
"FGBL","160.79","160.56","160.09","161.26","161.5","161.97"
"FGBX","162.56","161.84","160.62","163.78","164.28","165.5"
"FDAX","12727","12655.5","12529","12853.5","12908.5","13035"
"FBTP","134.72","134.47","133.88","135.31","135.65","136.24"
"FOAT","154.89","154.65","154.17","155.37","155.61","156.09"
"FESX","3556","3535","3500","3591","3605","3640"
"R","123.65","123.42","122.99","124.08","124.28","124.71"
"Z","7291","7253","7190","7354","7379","7442"
