"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2589.25","2531.25","2443.25","2677.25","2707.25","2795.25"
"6E","1.2322","1.2295","1.2239","1.2378","1.2407","1.2463"
"6B","140.74","140.28","139.5","141.52","141.84","142.62"
"6J","93.865","93.59","92.86","94.595","95.05","95.78"
"6A","76.74","76.4","75.82","77.32","77.56","78.14"
"6C","78","77.705","77.175","78.53","78.765","79.295"
"NG","2.682","2.646","2.579","2.749","2.78","2.847"
"CL","62.42","61.47","59.92","63.97","64.57","66.12"
"RB","194.68","191.69","186.72","199.65","201.63","206.6"
"SI","16.155","16.05","15.77","16.435","16.61","16.89"
"HG","296.5","291.95","282.2","306.25","311.45","321.2"
"GC","1333","1325.7","1308.9","1349.8","1359.3","1376.1"
"ZT","106.25","106.203125","106.109375","106.34375","106.390625","106.484375"
"ZF","114.1640625","114.0390625","113.75","114.453125","114.6171875","114.90625"
"ZN","120.609375","120.40625","119.9375","121.078125","121.34375","121.8125"
"ZB","145.25","144.75","143.625","146.375","147","148.125"
"UB","158.28125","157.625","156.09375","159.8125","160.6875","162.21875"
"ZC","372.25","363.75","347","389","397.25","414"
"ZS","985.75","956","898.5","1043.25","1071","1128.5"
"ZW","448.5","441.5","428.25","461.75","468","481.25"
"TN","129.03125","128.734375","128.046875","129.71875","130.109375","130.796875"
"6S","104.52","104.29","103.66","105.15","105.55","106.18"
"NQ","6399","6215.75","5936.75","6678","6773.75","7052.75"
"NIY","21195","20845","20310","21730","21915","22450"
"YM","23674","23083","22190","24567","24869","25762"
"FGBL","159.25","159.03","158.61","159.67","159.87","160.29"
"FGBX","165.1","164.58","163.56","166.12","166.62","167.64"
"FDAX","11813","11663.5","11381","12095.5","12228.5","12511"
"FBTP","138.72","138.21","137.39","139.54","139.85","140.67"
"FOAT","154.4","154.15","153.72","154.83","155.01","155.44"
"FESX","3215","3178","3106","3287","3322","3394"
"R","122.51","122.33","121.89","122.95","123.21","123.65"
"Z","6886.5","6820.5","6685.5","7021.5","7090.5","7225.5"
