"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2568","2558.25","2541.5","2584.75","2591.75","2608.5"
"6E","1.17235","1.16315","1.1489","1.1866","1.19165","1.2059"
"6B","131.1","130.44","129.35","132.19","132.62","133.71"
"6J","88.015","87.73","87.27","88.475","88.65","89.11"
"6A","76.13","75.94","75.59","76.48","76.64","76.99"
"6C","78.355","78.135","77.72","78.77","78.965","79.38"
"NG","3.063","3.023","2.941","3.145","3.187","3.269"
"CL","54.78","53.87","51.97","56.68","57.67","59.57"
"RB","173.39","170.67","165.23","178.83","181.55","186.99"
"SI","16.935","16.8","16.59","17.145","17.22","17.43"
"HG","303.45","300.4","292.7","311.15","315.8","323.5"
"GC","1274.4","1265.8","1252.6","1287.6","1292.2","1305.4"
"ZT","107.5","107.484375","107.453125","107.53125","107.546875","107.578125"
"ZF","116.828125","116.7265625","116.5546875","117","117.0703125","117.2421875"
"ZN","124.546875","124.375","124.078125","124.84375","124.96875","125.265625"
"ZB","152.34375","151.78125","150.84375","153.28125","153.65625","154.59375"
"UB","164.90625","164.0625","162.625","166.34375","166.9375","168.375"
"ZC","336","334.25","329.5","340.75","343.75","348.5"
"ZS","964.25","960.5","950.25","974.5","981","991.25"
"ZW","424.5","421","415.25","430.25","432.5","438.25"
"TN","133.46875","133.1875","132.71875","133.9375","134.125","134.59375"
"6S","100.7","100.15","99.25","101.6","101.95","102.85"
"NQ","6266.25","6239","6186.25","6319","6344.5","6397.25"
"NIY","22200","22095","21820","22475","22645","22920"
"YM","23274","23172","22996","23450","23524","23700"
"FGBL","162.04","161.7","161.15","162.59","162.8","163.35"
"FGBX","163.5","162.64","161.26","164.88","165.4","166.78"
"FDAX","12978","12923.5","12791.5","13110","13187.5","13319.5"
"FBTP","139.3","139","138.44","139.86","140.12","140.68"
"FOAT","157.25","156.9","156.34","157.81","158.02","158.58"
"FESX","3534","3517","3475","3576","3601","3643"
"R","124.33","124.07","123.63","124.77","124.95","125.39"
"Z","7374","7355.5","7316.5","7413","7433.5","7472.5"
