"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2573.25","2564.5","2549.75","2588","2594","2608.75"
"6E","1.1667","1.16455","1.161","1.17025","1.17165","1.1752"
"6B","130.72","130.18","129.08","131.82","132.38","133.48"
"6J","88.03","87.87","87.515","88.385","88.58","88.935"
"6A","76.04","75.84","75.35","76.53","76.82","77.31"
"6C","78.44","78.285","77.9","78.825","79.055","79.44"
"NG","3.122","3.078","2.982","3.218","3.27","3.366"
"CL","56.37","55.98","55.21","57.14","57.52","58.29"
"RB","177.61","175.93","171.49","182.05","184.81","189.25"
"SI","16.895","16.74","16.5","17.135","17.22","17.46"
"HG","307.85","304","297.3","314.55","317.4","324.1"
"GC","1275.7","1272.5","1267.3","1280.9","1282.9","1288.1"
"ZT","107.53125","107.5","107.4375","107.59375","107.625","107.6875"
"ZF","116.8125","116.734375","116.5234375","117.0234375","117.15625","117.3671875"
"ZN","124.484375","124.34375","124","124.828125","125.03125","125.375"
"ZB","151.96875","151.5625","150.6875","152.84375","153.3125","154.1875"
"UB","164.25","163.625","162.3125","165.5625","166.25","167.5625"
"ZC","341.5","340.5","338.5","343.5","344.5","346.5"
"ZS","968.5","963","946.75","984.75","995.5","1011.75"
"ZW","419","413.5","400.5","432","439.5","452.5"
"TN","133.328125","133.140625","132.6875","133.78125","134.046875","134.5"
"6S","100.39","100.13","99.64","100.88","101.11","101.6"
"NQ","6287.75","6263.25","6220.5","6330.5","6348.75","6391.5"
"NIY","22115","21870","21370","22615","22870","23370"
"YM","23320","23235","23097","23458","23511","23649"
"FGBL","161.89","161.7","161.19","162.4","162.72","163.23"
"FGBX","163.22","162.8","161.62","164.4","165.16","166.34"
"FDAX","12978.5","12869.5","12670.5","13177.5","13267.5","13466.5"
"FBTP","139.23","139.03","138.56","139.7","139.97","140.44"
"FOAT","157.05","156.88","156.41","157.52","157.82","158.29"
"FESX","3543","3513","3456","3600","3627","3684"
"R","124.3","124.16","123.8","124.66","124.88","125.24"
"Z","7370","7341","7270","7441","7483","7554"
