"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2697.5","2684","2662.25","2719.25","2727.5","2749.25"
"6E","1.2044","1.2019","1.1957","1.2106","1.2143","1.2205"
"6B","135.03","134.6","133.47","136.16","136.86","137.99"
"6J","89.06","88.93","88.6","89.39","89.59","89.92"
"6A","78.14","77.9","77.52","78.52","78.66","79.04"
"6C","79.7","79.56","79.24","80.02","80.2","80.52"
"NG","2.962","2.916","2.824","3.054","3.1","3.192"
"CL","60.64","59.64","57.99","62.29","62.94","64.59"
"RB","176.79","173.85","168.9","181.74","183.75","188.7"
"SI","17.14","17.01","16.81","17.34","17.41","17.61"
"HG","323.7","321.6","317.4","327.9","330","334.2"
"GC","1310.8","1303.2","1289.7","1324.3","1330.2","1343.7"
"ZT","106.9375","106.921875","106.875","106.984375","107.015625","107.0625"
"ZF","115.921875","115.859375","115.71875","116.0625","116.140625","116.28125"
"ZN","123.65625","123.53125","123.296875","123.890625","124","124.234375"
"ZB","151.75","151.21875","150.375","152.59375","152.90625","153.75"
"UB","165.625","164.8125","163.53125","166.90625","167.375","168.65625"
"ZC","352","351","348.75","354.25","355.5","357.75"
"ZS","965.25","961.5","955.5","971.25","973.5","979.5"
"ZW","433","430.25","425.75","437.5","439.25","443.75"
"TN","132.921875","132.6875","132.296875","133.3125","133.46875","133.859375"
"6S","102.47","102.07","101.16","103.38","103.89","104.8"
"NQ","6534.5","6484.5","6407.25","6611.75","6639","6716.25"
"NIY","22885","22605","22170","23320","23475","23910"
"YM","24796","24713","24574","24935","24991","25130"
"FGBL","161.25","160.92","160.31","161.86","162.14","162.75"
"FGBX","162.54","161.5","159.68","164.36","165.14","166.96"
"FDAX","12908.5","12830.5","12699","13040","13093.5","13225"
"FBTP","134.95","134.58","133.86","135.67","136.02","136.74"
"FOAT","154.75","154.43","153.82","155.36","155.65","156.26"
"FESX","3483","3464","3433","3514","3526","3557"
"R","124.32","123.76","122.89","125.19","125.5","126.37"
"Z","7593","7565","7514.5","7643.5","7666","7716.5"
