"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2519.75","2513.5","2503.25","2530","2534","2544.25"
"6E","1.1759","1.17265","1.1642","1.18435","1.18955","1.198"
"6B","132.57","132","130.56","134.01","134.88","136.32"
"6J","88.835","88.6","88.2","89.235","89.4","89.8"
"6A","77.97","77.68","77.18","78.47","78.68","79.18"
"6C","79.845","79.665","79.29","80.22","80.415","80.79"
"NG","2.864","2.813","2.685","2.992","3.069","3.197"
"CL","49.89","49.19","47.59","51.49","52.39","53.99"
"RB","153.52","151.5","146.7","158.32","161.1","165.9"
"SI","16.565","16.475","16.295","16.745","16.835","17.015"
"HG","293.55","291.5","287.15","297.9","300.2","304.55"
"GC","1271.9","1268","1258.8","1281.1","1286.4","1295.6"
"ZT","107.78125","107.75","107.6875","107.84375","107.875","107.9375"
"ZF","117.3125","117.1796875","116.9453125","117.546875","117.6484375","117.8828125"
"ZN","125","124.75","124.3125","125.4375","125.625","126.0625"
"ZB","152.15625","151.59375","150.5625","153.1875","153.65625","154.6875"
"UB","164.125","163.375","161.90625","165.59375","166.3125","167.78125"
"ZC","349.5","347.75","342.75","354.5","357.75","362.75"
"ZS","952.75","948.5","936.75","964.5","972","983.75"
"ZW","439.75","434.75","425","449.5","454.25","464"
"TN","133.859375","133.5","132.859375","134.5","134.78125","135.421875"
"6S","102.84","102.56","101.81","103.59","104.06","104.81"
"NQ","5957.5","5934.75","5886.5","6005.75","6031.25","6079.5"
"NIY","20390","20315","20195","20510","20555","20675"
"YM","22397","22287","22116","22568","22629","22800"
"FGBL","160.81","160.4","159.72","161.49","161.76","162.44"
"FGBX","162.7","161.68","159.98","164.4","165.08","166.78"
"FDAX","12848","12811","12745.5","12913.5","12942","13007.5"
"FBTP","134.36","134.06","133.56","134.86","135.06","135.56"
"FOAT","154.91","154.53","153.91","155.53","155.77","156.39"
"FESX","3578","3568","3549","3597","3606","3625"
"R","123.68","123.16","122.32","124.52","124.84","125.68"
"Z","7350","7311.5","7248.5","7413","7437.5","7500.5"
