"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2567","2550.25","2520","2597.25","2610.75","2641"
"6E","1.1627","1.15835","1.1515","1.16955","1.17205","1.1789"
"6B","131.21","130.71","129.93","131.99","132.27","133.05"
"6J","88.005","87.535","86.795","88.745","89.015","89.755"
"6A","76.55","76.31","75.9","76.96","77.13","77.54"
"6C","78.64","78.35","77.9","79.09","79.25","79.7"
"NG","3.163","3.126","3.063","3.226","3.252","3.315"
"CL","56.76","56.35","55.58","57.53","57.89","58.66"
"RB","180.89","179.82","177.49","183.22","184.48","186.81"
"SI","16.89","16.81","16.605","17.095","17.22","17.425"
"HG","306.05","303.55","298.8","310.8","313.05","317.8"
"GC","1282.4","1277.4","1269.2","1290.6","1293.8","1302"
"ZT","107.59375","107.5625","107.515625","107.640625","107.65625","107.703125"
"ZF","117.109375","117.015625","116.8515625","117.2734375","117.34375","117.5078125"
"ZN","125.0625","124.921875","124.65625","125.328125","125.453125","125.71875"
"ZB","153.46875","153.09375","152.25","154.3125","154.78125","155.625"
"UB","166.25","165.6875","164.46875","167.46875","168.125","169.34375"
"ZC","338.5","335.25","326.5","347.25","352.75","361.5"
"ZS","976.75","968.25","944.5","1000.5","1015.75","1039.5"
"ZW","424.75","420.75","413.25","432.25","435.75","443.25"
"TN","134.15625","133.984375","133.640625","134.5","134.671875","135.015625"
"6S","100.31","99.7","98.74","101.27","101.62","102.58"
"NQ","6257.5","6200.25","6096.75","6361","6407.25","6510.75"
"NIY","22180","21720","20640","23260","23880","24960"
"YM","23275","23133","22862","23546","23675","23946"
"FGBL","162.25","161.91","161","163.16","163.73","164.64"
"FGBX","164","163.18","160.9","166.28","167.74","170.02"
"FDAX","13070.5","12942.5","12651.5","13361.5","13524.5","13815.5"
"FBTP","139.07","138.57","137.28","140.36","141.15","142.44"
"FOAT","157.23","156.88","155.93","158.18","158.78","159.73"
"FESX","3580","3546","3475","3651","3688","3759"
"R","124.91","124.68","124.1","125.49","125.84","126.42"
"Z","7430","7392.5","7310.5","7512","7556.5","7638.5"
