"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2731.5","2706.5","2632","2806","2855.5","2930"
"6E","1.2436","1.2386","1.2279","1.2543","1.26","1.2707"
"6B","140.86","140.2","138.48","142.58","143.64","145.36"
"6J","90.53","90.15","89.175","91.505","92.1","93.075"
"6A","78.86","78.37","77.1","80.13","80.91","82.18"
"6C","80.275","79.785","78.62","81.44","82.115","83.28"
"NG","2.819","2.793","2.718","2.894","2.943","3.018"
"CL","64.56","63.67","61.92","66.31","67.17","68.92"
"RB","184.16","181.11","174.79","190.48","193.75","200.07"
"SI","16.41","16.115","15.415","17.11","17.515","18.215"
"HG","315.5","312.2","304.5","323.2","327.6","335.3"
"GC","1327.4","1317.6","1295","1350","1362.8","1385.4"
"ZT","106.53125","106.484375","106.390625","106.625","106.671875","106.765625"
"ZF","114.2734375","114.140625","113.859375","114.5546875","114.703125","114.984375"
"ZN","120.546875","120.359375","119.859375","121.046875","121.359375","121.859375"
"ZB","144.21875","143.6875","142.09375","145.8125","146.875","148.46875"
"UB","156.78125","156.03125","153.8125","159","160.46875","162.6875"
"ZC","360","358.5","356","362.5","363.5","366"
"ZS","975","971","961.5","984.5","990","999.5"
"ZW","443.25","440","431.75","451.5","456.5","464.75"
"TN","128.40625","128.125","127.296875","129.234375","129.78125","130.609375"
"6S","107.33","106.95","106.06","108.22","108.73","109.62"
"NQ","6684.75","6613.75","6404","6894.5","7033.25","7243"
"NIY","22805","22655","22230","23230","23505","23930"
"YM","25163","24898","24108","25953","26478","27268"
"FGBL","157.61","157.35","156.72","158.24","158.61","159.24"
"FGBX","158.66","158.02","156.58","160.1","160.9","162.34"
"FDAX","12651","12525.5","12234.5","12942","13107.5","13398.5"
"FBTP","135.4","134.97","133.96","136.41","136.99","138"
"FOAT","152.09","151.85","151.3","152.64","152.95","153.5"
"FESX","3484","3446","3362","3568","3614","3698"
"R","121.01","120.68","120.08","121.61","121.88","122.48"
"Z","7334","7283","7179.5","7437.5","7490","7593.5"
