"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2830.25","2819.5","2797.25","2852.5","2864","2886.25"
"6E","1.23635","1.22995","1.2132","1.2531","1.26345","1.2802"
"6B","140.5","139.55","137.05","143","144.55","147.05"
"6J","91.225","90.815","89.815","92.225","92.815","93.815"
"6A","79.82","79.44","78.39","80.87","81.54","82.59"
"6C","80.625","80.335","79.635","81.325","81.735","82.435"
"NG","3.044","2.988","2.871","3.161","3.222","3.339"
"CL","64.89","64.26","62.8","66.35","67.18","68.64"
"RB","189.58","188.27","185.47","192.38","193.87","196.67"
"SI","17.285","16.96","16.43","17.815","18.02","18.55"
"HG","318.95","316.25","310.2","325","328.35","334.4"
"GC","1348.2","1333.6","1310.5","1371.3","1379.8","1402.9"
"ZT","106.6875","106.65625","106.59375","106.75","106.78125","106.84375"
"ZF","115.046875","114.875","114.609375","115.3125","115.40625","115.671875"
"ZN","122.109375","121.796875","121.3125","122.59375","122.765625","123.25"
"ZB","148.65625","147.9375","146.8125","149.78125","150.1875","151.3125"
"UB","162.34375","161.1875","159.4375","164.09375","164.6875","166.4375"
"ZC","353.75","352.5","349.25","357","359","362.25"
"ZS","986.25","980","966.25","1000","1007.5","1021.25"
"ZW","429.75","425.25","416.5","438.5","442.75","451.5"
"TN","130.828125","130.390625","129.71875","131.5","131.734375","132.40625"
"6S","105.67","104.86","102.89","107.64","108.8","110.77"
"NQ","6894.5","6857.75","6775","6977.25","7023.25","7106"
"NIY","23430","23260","22905","23785","23970","24325"
"YM","26248","26119","25897","26470","26563","26785"
"FGBL","159.58","159.1","158.05","160.63","161.2","162.25"
"FGBX","161.5","160.54","158.52","163.52","164.58","166.6"
"FDAX","13186.5","13098","12884.5","13400","13525","13738.5"
"FBTP","136.05","135.47","134.05","137.47","138.31","139.73"
"FOAT","153.54","153.05","151.97","154.62","155.21","156.29"
"FESX","3598","3578","3532","3644","3670","3716"
"R","122.62","122.4","121.94","123.08","123.32","123.78"
"Z","7537","7518.5","7465","7590.5","7625.5","7679"
