"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2852.25","2829.75","2795.5","2886.5","2898.25","2932.5"
"6E","1.2406","1.23525","1.22385","1.252","1.25805","1.26945"
"6B","141.15","140.47","138.85","142.77","143.71","145.33"
"6J","91.545","90.825","89.585","92.785","93.305","94.545"
"6A","80.38","79.57","78.28","81.67","82.15","83.44"
"6C","80.84","80.47","79.83","81.48","81.75","82.39"
"NG","3.107","3.04","2.929","3.218","3.262","3.373"
"CL","65.31","64.47","63.13","66.65","67.15","68.49"
"RB","190.14","187.64","183.28","194.5","196.36","200.72"
"SI","17.29","17.135","16.865","17.56","17.675","17.945"
"HG","318.1","316.35","312.3","322.15","324.45","328.5"
"GC","1350.3","1343.4","1331.3","1362.4","1367.6","1379.7"
"ZT","106.625","106.59375","106.515625","106.703125","106.75","106.828125"
"ZF","114.8515625","114.734375","114.4453125","115.140625","115.3125","115.6015625"
"ZN","121.90625","121.734375","121.296875","122.34375","122.609375","123.046875"
"ZB","148.3125","147.90625","146.9375","149.28125","149.84375","150.8125"
"UB","162.0625","161.53125","160.3125","163.28125","163.96875","165.1875"
"ZC","355.25","353.75","351.5","357.5","358.25","360.5"
"ZS","981.25","976.75","965.25","992.75","999.75","1011.25"
"ZW","436.25","431.25","423.25","444.25","447.25","455.25"
"TN","130.578125","130.34375","129.765625","131.15625","131.5","132.078125"
"6S","106.65","105.97","104.81","107.81","108.29","109.45"
"NQ","6965.5","6901","6802.25","7064.25","7098.5","7197.25"
"NIY","23585","23440","23200","23825","23920","24160"
"YM","26456","26308","26085","26679","26754","26977"
"FGBL","159.58","159.36","158.76","160.18","160.56","161.16"
"FGBX","162.6","162.06","160.74","163.92","164.7","166.02"
"FDAX","13268.5","13208","13090.5","13386","13443","13560.5"
"FBTP","136.06","135.82","135.2","136.68","137.06","137.68"
"FOAT","153.49","153.24","152.55","154.18","154.62","155.31"
"FESX","3622","3606","3574","3654","3670","3702"
"R","122.41","122.18","121.6","122.99","123.34","123.92"
"Z","7574","7537","7468","7643","7675","7744"
