"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2582.25","2548.75","2466.75","2664.25","2712.75","2794.75"
"6E","1.24355","1.23935","1.2294","1.2535","1.25925","1.2692"
"6B","141.14","140.26","138.49","142.91","143.8","145.57"
"6J","94.99","94.71","94.2","95.5","95.73","96.24"
"6A","76.57","76.26","75.44","77.39","77.9","78.72"
"6C","77.55","77.325","76.805","78.07","78.365","78.885"
"NG","2.676","2.638","2.578","2.736","2.758","2.818"
"CL","64.41","63.56","61.73","66.24","67.22","69.05"
"RB","200.46","198.83","195.39","203.9","205.71","209.15"
"SI","16.41","16.275","15.945","16.74","16.935","17.265"
"HG","297.8","295.6","291.15","302.25","304.5","308.95"
"GC","1341.8","1335.6","1319.2","1358.2","1368.4","1384.8"
"ZT","106.265625","106.171875","106.03125","106.40625","106.453125","106.59375"
"ZF","114.1171875","113.859375","113.4375","114.5390625","114.703125","115.125"
"ZN","120.5","120.078125","119.390625","121.1875","121.453125","122.140625"
"ZB","144.6875","143.78125","142.3125","146.15625","146.71875","148.1875"
"UB","157.59375","156.34375","154.34375","159.59375","160.34375","162.34375"
"ZC","372.25","370.5","367","375.75","377.5","381"
"ZS","1014","1008.75","995.25","1027.5","1035.75","1049.25"
"ZW","445.75","442.25","433","455","460.75","470"
"TN","128.75","128.171875","127.21875","129.703125","130.078125","131.03125"
"6S","105.9","105.49","104.67","106.72","107.13","107.95"
"NQ","6420","6279","5924","6775","6989","7344"
"NIY","20485","20270","19710","21045","21390","21950"
"YM","23568","23276","22557","24287","24714","25433"
"FGBL","158.84","158.45","157.78","159.51","159.79","160.46"
"FGBX","164.78","163.92","162.42","166.28","166.92","168.42"
"FDAX","11843","11707.5","11471.5","12079","12179.5","12415.5"
"FBTP","137.38","137.06","136.58","137.86","138.02","138.5"
"FOAT","153.96","153.6","153.06","154.5","154.68","155.22"
"FESX","3190","3152","3085","3257","3286","3353"
"R","121.86","121.58","121.15","122.29","122.44","122.87"
"Z","6838","6769","6640.5","6966.5","7026","7154.5"
