"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2498.25","2494","2486","2506.25","2510","2518"
"6E","1.198","1.1951","1.1899","1.2032","1.2055","1.2107"
"6B","134.69","134.12","132.63","136.18","137.1","138.59"
"6J","89.855","89.625","89.1","90.38","90.675","91.2"
"6A","79.08","78.72","77.78","80.02","80.6","81.54"
"6C","80.865","80.445","79.365","81.945","82.605","83.685"
"NG","3.082","3.018","2.917","3.183","3.22","3.321"
"CL","49.75","49.15","48.01","50.89","51.43","52.57"
"RB","160.44","159.23","156.66","163.01","164.37","166.94"
"SI","16.96","16.77","16.225","17.505","17.86","18.405"
"HG","294.55","292.15","287.45","299.25","301.55","306.25"
"GC","1305","1299.2","1284.3","1319.9","1329","1343.9"
"ZT","107.984375","107.953125","107.90625","108.03125","108.046875","108.09375"
"ZF","117.890625","117.84375","117.734375","118","118.0625","118.171875"
"ZN","125.984375","125.890625","125.65625","126.21875","126.359375","126.59375"
"ZB","153.96875","153.625","152.78125","154.8125","155.3125","156.15625"
"UB","166.1875","165.65625","164.375","167.46875","168.21875","169.5"
"ZC","349.75","347.75","343","354.5","357.25","362"
"ZS","964","960","950","974","980","990"
"ZW","440","436.75","428.25","448.5","453.75","462.25"
"TN","135.1875","135.03125","134.640625","135.578125","135.8125","136.203125"
"6S","104.29","103.96","103.29","104.96","105.3","105.97"
"NQ","5964.5","5942.25","5893.75","6013","6039.25","6087.75"
"NIY","19900","19805","19660","20045","20095","20240"
"YM","22246","22192","22105","22333","22366","22453"
"FGBL","160.73","160.53","159.99","161.27","161.61","162.15"
"FGBX","162.42","161.9","160.58","163.74","164.54","165.86"
"FDAX","12519.5","12485","12411","12593.5","12633","12707"
"FBTP","134.98","134.71","133.93","135.76","136.27","137.05"
"FOAT","155.06","154.82","154.21","155.67","156.04","156.65"
"FESX","3507","3500","3485","3522","3530","3545"
"R","124.17","123.9","123.48","124.59","124.74","125.16"
"Z","7182.5","7151","7100.5","7233","7252","7302.5"
