"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2591.25","2575","2539","2627.25","2647","2683"
"6E","1.23365","1.22915","1.21695","1.24585","1.25355","1.26575"
"6B","140.8","140.32","139.03","142.09","142.9","144.19"
"6J","93.525","92.99","91.51","95.005","95.95","97.43"
"6A","76.45","76.26","75.78","76.93","77.22","77.7"
"6C","77.38","77.21","76.81","77.78","78.01","78.41"
"NG","2.682","2.667","2.629","2.72","2.743","2.781"
"CL","63.75","63.11","61.83","65.03","65.67","66.95"
"RB","200.36","198.79","195.79","203.36","204.79","207.79"
"SI","16.135","16.01","15.675","16.47","16.68","17.015"
"HG","297.8","295.35","291.35","301.8","303.35","307.35"
"GC","1321.3","1312.5","1288.3","1345.5","1360.9","1385.1"
"ZT","106.21875","106.15625","106","106.375","106.46875","106.625"
"ZF","114.203125","114.0625","113.71875","114.546875","114.75","115.09375"
"ZN","120.703125","120.515625","120.046875","121.171875","121.453125","121.921875"
"ZB","145.46875","145.03125","144.1875","146.3125","146.71875","147.5625"
"UB","158.65625","157.96875","156.75","159.875","160.40625","161.625"
"ZC","372.25","370.75","368","375","376.25","379"
"ZS","1014.75","1011.25","1003.75","1022.25","1026.25","1033.75"
"ZW","442.75","439.75","432","450.5","455.25","463"
"TN","129.21875","128.984375","128.453125","129.75","130.046875","130.578125"
"6S","104.71","104.22","102.9","106.03","106.86","108.18"
"NQ","6408.25","6339.25","6184","6563.5","6649.75","6805"
"NIY","20825","20425","19785","21465","21705","22345"
"YM","23703","23545","23212","24036","24211","24544"
"FGBL","159.06","158.82","158.28","159.6","159.9","160.44"
"FGBX","165.06","164.42","163.08","166.4","167.1","168.44"
"FDAX","11795.5","11670","11435.5","12030","12139","12373.5"
"FBTP","137.72","137.38","136.81","138.29","138.52","139.09"
"FOAT","154.17","153.99","153.53","154.63","154.91","155.37"
"FESX","3191","3146","3066","3271","3306","3386"
"R","122.34","122.04","121.55","122.83","123.02","123.51"
"Z","6862","6781","6643.5","6999.5","7056","7193.5"
