"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2722.75","2696.75","2657.25","2762.25","2775.75","2815.25"
"6E","1.2289","1.22645","1.2208","1.23455","1.23775","1.2434"
"6B","139.38","138.94","138.11","140.21","140.6","141.43"
"6J","93.53","93.245","92.735","94.04","94.265","94.775"
"6A","78.12","77.88","77.48","78.52","78.68","79.08"
"6C","78.67","78.35","77.775","79.245","79.5","80.075"
"NG","2.624","2.591","2.534","2.681","2.705","2.762"
"CL","62.7","61.84","60.48","64.06","64.56","65.92"
"RB","195.94","192.92","188.2","200.66","202.36","207.08"
"SI","16.5","16.445","16.31","16.635","16.715","16.85"
"HG","321.3","319.3","315.25","325.35","327.4","331.45"
"GC","1327.4","1324.4","1318.1","1333.7","1337","1343.3"
"ZT","106.515625","106.46875","106.390625","106.59375","106.625","106.703125"
"ZF","114.2109375","114.0390625","113.7578125","114.4921875","114.6015625","114.8828125"
"ZN","120.390625","120.046875","119.5","120.9375","121.140625","121.6875"
"ZB","143.15625","142.21875","140.75","144.625","145.15625","146.625"
"UB","154.71875","153.46875","151.5","156.6875","157.40625","159.375"
"ZC","373.5","372.25","369.75","376","377.25","379.75"
"ZS","1041.5","1035.25","1024.5","1052.25","1056.75","1067.5"
"ZW","462","460","454.5","467.5","471","476.5"
"TN","127.953125","127.421875","126.578125","128.796875","129.109375","129.953125"
"6S","106.74","106.52","105.97","107.29","107.62","108.17"
"NQ","6824.25","6738.5","6608.75","6954","6998","7127.75"
"NIY","21800","21570","21225","22145","22260","22605"
"YM","25099","24884","24557","25426","25538","25865"
"FGBL","158.91","158.34","157.4","159.85","160.22","161.16"
"FGBX","160.1","158.68","156.38","162.4","163.28","165.58"
"FDAX","12420.5","12365","12248","12537.5","12599","12716"
"FBTP","135.44","135.01","134.35","136.1","136.33","136.99"
"FOAT","153.04","152.52","151.72","153.84","154.12","154.92"
"FESX","3420","3403","3368","3455","3473","3508"
"R","121.77","121.58","121.25","122.1","122.24","122.57"
"Z","7200","7173.5","7116.5","7257","7287.5","7344.5"
