"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2839.5","2826.75","2805.5","2860.75","2869.25","2890.5"
"6E","1.14155","1.13635","1.12855","1.14935","1.15195","1.15975"
"6B","127.27","126.93","126.4","127.8","127.99","128.52"
"6J","90.275","89.955","89.37","90.86","91.125","91.71"
"6A","72.75","72.33","71.69","73.39","73.61","74.25"
"6C","76.195","75.745","75.07","76.87","77.095","77.77"
"NG","2.916","2.886","2.831","2.971","2.996","3.051"
"CL","64.69","64.18","63.16","65.71","66.22","67.24"
"RB","187.26","186.12","183.26","190.12","191.84","194.7"
"SI","14.535","14.445","14.225","14.755","14.885","15.105"
"HG","259.65","256.35","249.45","266.55","270.15","277.05"
"GC","1178","1171.9","1158.9","1191","1197.9","1210.9"
"ZT","105.78125","105.765625","105.71875","105.828125","105.859375","105.90625"
"ZF","113.5234375","113.46875","113.3125","113.6796875","113.78125","113.9375"
"ZN","120.140625","120.046875","119.78125","120.40625","120.578125","120.84375"
"ZB","144.3125","144.09375","143.5","144.90625","145.28125","145.875"
"UB","158.21875","157.90625","157.09375","159.03125","159.53125","160.34375"
"ZC","376","373","367","382","385","391"
"ZS","884","875.25","859.5","899.75","906.75","922.5"
"ZW","542.75","525","497.25","570.5","580.5","608.25"
"TN","127.9375","127.8125","127.46875","128.28125","128.5","128.84375"
"6S","100.48","100.24","99.79","100.93","101.14","101.59"
"NQ","7339","7290.5","7209.75","7419.75","7452","7532.75"
"NIY","22115","21970","21720","22365","22470","22720"
"YM","25550","25425","25212","25763","25851","26064"
"FGBL","163.45","163.23","162.81","163.87","164.07","164.49"
"FGBX","179.54","178.98","177.86","180.66","181.22","182.34"
"FDAX","12138.5","12077","11962","12253.5","12307","12422"
"FBTP","122.68","122.31","121.58","123.41","123.77","124.5"
"FOAT","154.71","154.57","154.31","154.97","155.09","155.35"
"FESX","3353","3337","3306","3384","3399","3430"
"R","123.6","123.45","123.07","123.98","124.21","124.59"
"Z","7510.5","7474.5","7407.5","7577.5","7608.5","7675.5"
