"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2496.75","2492.25","2483.25","2505.75","2510.25","2519.25"
"6E","1.1936","1.1886","1.18005","1.20215","1.2057","1.21425"
"6B","135.35","134.63","133.49","136.49","136.91","138.05"
"6J","88.985","88.8","88.35","89.435","89.7","90.15"
"6A","78.79","78.36","77.2","79.95","80.68","81.84"
"6C","80.895","80.74","80.435","81.2","81.35","81.655"
"NG","2.896","2.847","2.701","3.042","3.139","3.285"
"CL","50.17","49.79","49.11","50.85","51.15","51.83"
"RB","159.39","158.12","155.75","161.76","162.86","165.23"
"SI","16.855","16.695","16.355","17.195","17.375","17.715"
"HG","291.65","289.85","285.75","295.75","298.05","302.15"
"GC","1289.1","1283.5","1270","1302.6","1310.5","1324"
"ZT","107.84375","107.84375","107.8125","107.875","107.90625","107.9375"
"ZF","117.5546875","117.484375","117.3125","117.7265625","117.828125","118"
"ZN","125.5","125.375","125.0625","125.8125","126","126.3125"
"ZB","153.53125","153.1875","152.375","154.34375","154.8125","155.625"
"UB","166","165.46875","164.28125","167.1875","167.84375","169.03125"
"ZC","349","347.5","345","351.5","352.5","355"
"ZS","964.75","959","949.25","974.5","978.5","988.25"
"ZW","447.25","442","433.25","456","459.5","468.25"
"TN","134.625","134.453125","134.015625","135.0625","135.328125","135.765625"
"6S","103.13","102.82","102.18","103.77","104.1","104.74"
"NQ","5917.5","5889.5","5830.5","5976.5","6007.5","6066.5"
"NIY","20180","20095","19920","20355","20445","20620"
"YM","22306","22278","22210","22374","22414","22482"
"FGBL","160.82","160.49","159.98","161.33","161.51","162.02"
"FGBX","162.64","161.74","160.34","164.04","164.54","165.94"
"FDAX","12577.5","12556","12519.5","12614","12629","12665.5"
"FBTP","134.71","134.34","133.75","135.3","135.52","136.11"
"FOAT","155","154.66","154.12","155.54","155.74","156.28"
"FESX","3523","3517","3506","3534","3539","3550"
"R","123.58","123.45","123.22","123.81","123.91","124.14"
"Z","7208","7190.5","7153","7245.5","7265.5","7303"
