"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2694.5","2683.5","2655.75","2722.25","2739","2766.75"
"6E","1.16595","1.1618","1.15385","1.1739","1.1777","1.18565"
"6B","132.71","132.44","131.75","133.4","133.82","134.51"
"6J","91.87","91.595","91.085","92.38","92.615","93.125"
"6A","75.49","75.32","74.93","75.88","76.1","76.49"
"6C","76.81","76.4","75.38","77.83","78.44","79.46"
"NG","2.898","2.845","2.749","2.994","3.037","3.133"
"CL","66.35","65.67","64.03","67.99","68.95","70.59"
"RB","213.59","211.13","205.56","219.16","222.27","227.84"
"SI","16.38","16.3","16.105","16.575","16.69","16.885"
"HG","304.45","302.4","298","308.85","311.2","315.6"
"GC","1301.2","1297.6","1289.2","1309.6","1314.4","1322.8"
"ZT","106.0625","106.015625","105.9375","106.140625","106.171875","106.25"
"ZF","113.71875","113.5546875","113.296875","113.9765625","114.0703125","114.328125"
"ZN","120.109375","119.765625","119.25","120.625","120.796875","121.3125"
"ZB","144.3125","143.53125","142.34375","145.5","145.90625","147.09375"
"UB","158.34375","157.21875","155.5","160.0625","160.65625","162.375"
"ZC","392.25","390.25","385.25","397.25","400.25","405.25"
"ZS","1011.75","1005","989","1027.75","1037","1053"
"ZW","517","508","491.75","533.25","540.5","556.75"
"TN","127.875","127.390625","126.671875","128.59375","128.828125","129.546875"
"6S","101.27","100.9","100.23","101.94","102.24","102.91"
"NQ","6950.75","6924.25","6862.5","7012.5","7047.75","7109.5"
"NIY","21985","21875","21625","22235","22375","22625"
"YM","24276","24135","23780","24631","24845","25200"
"FGBL","161.23","160.37","159.06","162.54","162.99","164.3"
"FGBX","174.94","172.74","169.4","178.28","179.42","182.76"
"FDAX","12505.5","12399","12142.5","12762","12912","13168.5"
"FBTP","122.93","121.44","117.82","126.55","128.68","132.3"
"FOAT","153.03","152.47","151.61","153.89","154.19","155.05"
"FESX","3381","3354","3294","3441","3474","3534"
"R","123","122.55","121.85","123.7","123.95","124.65"
"Z","7635","7599.5","7524","7710.5","7750.5","7826"
