"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2698.25","2682.25","2634.5","2746","2777.75","2825.5"
"6E","1.2196","1.21745","1.2124","1.22465","1.22755","1.2326"
"6B","137.21","136.65","135.08","138.78","139.79","141.36"
"6J","93.33","92.8","91.97","94.16","94.46","95.29"
"6A","77.54","77.29","76.72","78.11","78.43","79"
"6C","77.775","77.595","77.12","78.25","78.545","79.02"
"NG","2.65","2.633","2.587","2.696","2.725","2.771"
"CL","60.87","60.11","58.09","62.89","64.15","66.17"
"RB","190.14","187.82","181.27","196.69","200.92","207.47"
"SI","16.345","16.28","16.135","16.49","16.57","16.715"
"HG","311.1","308.9","303","317","320.7","326.6"
"GC","1315.5","1313.1","1307","1321.6","1325.3","1331.4"
"ZT","106.1875","106.15625","106.09375","106.25","106.28125","106.34375"
"ZF","113.7734375","113.625","113.3828125","114.015625","114.109375","114.3515625"
"ZN","119.78125","119.53125","119.125","120.1875","120.34375","120.75"
"ZB","142.78125","142.15625","141.15625","143.78125","144.15625","145.15625"
"UB","155.09375","154.28125","153.03125","156.34375","156.78125","158.03125"
"ZC","378.5","375.25","369","384.75","387.75","394"
"ZS","1048.25","1041","1028.5","1060.75","1066","1078.5"
"ZW","481.5","467.75","445.25","504","512.75","535.25"
"TN","127.6875","127.328125","126.75","128.265625","128.484375","129.0625"
"6S","105.77","105.46","104.7","106.53","106.98","107.74"
"NQ","6827.25","6789.75","6682","6935","7005.25","7113"
"NIY","21730","21555","21060","22225","22545","23040"
"YM","24853","24667","24121","25399","25759","26305"
"FGBL","156.48","156.2","155.74","156.94","157.12","157.58"
"FGBX","159.6","159.18","158.44","160.34","160.66","161.4"
"FDAX","12357","12281.5","12129","12509.5","12586.5","12739"
"FBTP","134.75","134.39","133.8","135.34","135.57","136.16"
"FOAT","151.24","150.91","150.37","151.78","151.99","152.53"
"FESX","3416","3394","3350","3460","3482","3526"
"R","120.7","120.32","119.69","121.33","121.58","122.21"
"Z","7185.5","7145.5","7060.5","7270.5","7315.5","7400.5"
