"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2576.5","2570","2559.25","2587.25","2591.5","2602.25"
"6E","1.1601","1.15685","1.1479","1.16905","1.17475","1.1837"
"6B","130.44","130.04","129.13","131.35","131.86","132.77"
"6J","87.48","87.22","86.635","88.065","88.39","88.975"
"6A","76.17","75.89","75.14","76.92","77.39","78.14"
"6C","77.995","77.605","76.89","78.71","79.035","79.75"
"NG","2.944","2.904","2.838","3.01","3.036","3.102"
"CL","54.81","53.98","52.68","56.11","56.58","57.88"
"RB","177.54","175.74","172.81","180.47","181.6","184.53"
"SI","16.685","16.535","16.135","17.085","17.335","17.735"
"HG","309.85","307.9","303.15","314.6","317.4","322.15"
"GC","1263.4","1257.6","1243.2","1277.8","1286.4","1300.8"
"ZT","107.59375","107.546875","107.453125","107.6875","107.734375","107.828125"
"ZF","117.0859375","116.984375","116.75","117.3203125","117.453125","117.6875"
"ZN","124.984375","124.828125","124.484375","125.328125","125.515625","125.859375"
"ZB","153.34375","153.03125","152.40625","153.96875","154.28125","154.90625"
"UB","165.90625","165.46875","164.625","166.75","167.15625","168"
"ZC","346.75","345.5","342.25","350","352","355.25"
"ZS","982","977.25","964","995.25","1003.75","1017"
"ZW","422.25","419","412.5","428.75","432","438.5"
"TN","134.09375","133.890625","133.46875","134.515625","134.734375","135.15625"
"6S","99.87","99.56","98.81","100.62","101.06","101.81"
"NQ","6253","6215.5","6157","6311.5","6332.5","6391"
"NIY","22520","22435","22290","22665","22725","22870"
"YM","23415","23380","23306","23489","23528","23602"
"FGBL","162.6","162.47","162.19","162.88","163.03","163.31"
"FGBX","165.48","165.14","164.38","166.24","166.66","167.42"
"FDAX","13438.5","13396","13323.5","13511","13541","13613.5"
"FBTP","139.73","139.52","139.06","140.19","140.44","140.9"
"FOAT","157.41","157.29","157.02","157.68","157.83","158.1"
"FESX","3672","3661","3640","3693","3703","3724"
"R","124.9","124.68","124.17","125.41","125.7","126.21"
"Z","7512","7493.5","7456","7549.5","7568.5","7606"
