"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2660.5","2652.25","2636.75","2676","2683.25","2698.75"
"6E","1.1838","1.17745","1.1674","1.19385","1.19755","1.2076"
"6B","133.98","133.26","132.16","135.08","135.46","136.56"
"6J","88.83","88.26","87.4","89.69","89.98","90.84"
"6A","75.76","75.2","74.35","76.61","76.9","77.75"
"6C","77.915","77.585","77.075","78.425","78.605","79.115"
"NG","2.667","2.618","2.528","2.757","2.798","2.888"
"CL","56.18","55.76","54.54","57.4","58.2","59.42"
"RB","162.26","159.84","152.85","169.25","173.82","180.81"
"SI","15.655","15.435","14.96","16.13","16.385","16.86"
"HG","302.45","299.55","294.85","307.15","308.95","313.65"
"GC","1240.9","1233.3","1216.6","1257.6","1266.7","1283.4"
"ZT","107.125","107.015625","106.859375","107.28125","107.328125","107.484375"
"ZF","116.25","115.9375","115.4609375","116.7265625","116.890625","117.3671875"
"ZN","124.140625","123.65625","122.921875","124.875","125.125","125.859375"
"ZB","152.75","151.78125","150.3125","154.21875","154.71875","156.1875"
"UB","166.53125","165.21875","163.15625","168.59375","169.34375","171.40625"
"ZC","347.75","346.75","344.75","349.75","350.75","352.75"
"ZS","975.75","972.5","966.5","981.75","984.5","990.5"
"ZW","413","409","403","419","421","427"
"TN","133.53125","132.921875","131.984375","134.46875","134.796875","135.734375"
"6S","101.79","101.2","100.32","102.67","102.96","103.84"
"NQ","6388.25","6359.25","6306","6441.5","6465.75","6519"
"NIY","22575","22485","22240","22820","22975","23220"
"YM","24526","24407","24209","24724","24803","25001"
"FGBL","162.96","162.66","162.11","163.51","163.76","164.31"
"FGBX","166.22","165.48","164.08","167.62","168.28","169.68"
"FDAX","13068","13008.5","12893","13183.5","13239.5","13355"
"FBTP","138.06","137.38","135.8","139.64","140.54","142.12"
"FOAT","156.78","156.46","155.83","157.41","157.72","158.35"
"FESX","3552","3535","3500","3587","3605","3640"
"R","124.6","124.34","123.91","125.03","125.2","125.63"
"Z","7479.5","7455","7415","7519.5","7535","7575"
