"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2783","2777.5","2766.75","2793.75","2799","2809.75"
"6E","1.18065","1.1777","1.17035","1.188","1.1924","1.19975"
"6B","133.99","133.62","132.83","134.78","135.2","135.99"
"6J","91.075","90.91","90.54","91.445","91.65","92.02"
"6A","75.53","75.32","74.74","76.11","76.48","77.06"
"6C","76.85","76.73","76.445","77.135","77.3","77.585"
"NG","2.909","2.878","2.808","2.979","3.018","3.088"
"CL","65.95","65.53","64.76","66.72","67.07","67.84"
"RB","207.43","205.86","202.17","211.12","213.24","216.93"
"SI","16.785","16.685","16.49","16.98","17.075","17.27"
"HG","323.55","322.2","319.3","326.45","328","330.9"
"GC","1296","1292.6","1285","1303.6","1307.8","1315.4"
"ZT","105.8125","105.78125","105.71875","105.875","105.90625","105.96875"
"ZF","113.125","113.0390625","112.859375","113.3046875","113.3984375","113.578125"
"ZN","119.25","119.09375","118.796875","119.546875","119.6875","119.984375"
"ZB","142.5","142.09375","141.4375","143.15625","143.40625","144.0625"
"UB","156.03125","155.5","154.65625","156.875","157.1875","158.03125"
"ZC","370.25","362.75","350.75","382.25","386.75","398.75"
"ZS","950","945.75","935.25","960.5","966.75","977.25"
"ZW","517","499.75","472","544.75","555.25","583"
"TN","126.796875","126.5625","126.15625","127.203125","127.375","127.78125"
"6S","102.02","101.76","101.23","102.55","102.82","103.35"
"NQ","7191.25","7156","7094.75","7252.5","7278.5","7339.75"
"NIY","22710","22615","22395","22930","23055","23275"
"YM","25251","25188","25051","25388","25462","25599"
"FGBL","159.53","159.2","158.68","160.05","160.24","160.76"
"FGBX","171.24","170.5","169.3","172.44","172.9","174.1"
"FDAX","12771","12719","12591","12899","12975","13103"
"FBTP","124.24","123.78","122.48","125.54","126.38","127.68"
"FOAT","151.15","150.88","150.45","151.58","151.74","152.17"
"FESX","3454","3443","3416","3481","3497","3524"
"R","121.49","121.16","120.66","121.99","122.16","122.66"
"Z","7679","7650","7576.5","7752.5","7797","7870.5"
