"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2717.75","2706.75","2687.25","2737.25","2745.75","2765.25"
"6E","1.16905","1.16585","1.1576","1.1773","1.18235","1.1906"
"6B","132.39","131.95","131","133.34","133.85","134.8"
"6J","91.085","90.835","90.145","91.775","92.215","92.905"
"6A","73.77","73.59","73.18","74.18","74.41","74.82"
"6C","75.17","75.02","74.755","75.435","75.55","75.815"
"NG","2.906","2.882","2.838","2.95","2.97","3.014"
"CL","68.59","66.65","63.58","71.66","72.79","75.86"
"RB","202.25","198.83","193.09","207.99","210.31","216.05"
"SI","16.225","16.12","15.915","16.43","16.53","16.735"
"HG","300.2","298.9","296.65","302.45","303.4","305.65"
"GC","1254.4","1249","1236.2","1267.2","1274.6","1287.4"
"ZT","105.859375","105.84375","105.796875","105.90625","105.9375","105.984375"
"ZF","113.4375","113.34375","113.1796875","113.6015625","113.671875","113.8359375"
"ZN","119.84375","119.703125","119.4375","120.109375","120.234375","120.5"
"ZB","144","143.71875","143.1875","144.53125","144.78125","145.3125"
"UB","157.96875","157.5625","156.8125","158.71875","159.0625","159.8125"
"ZC","369.5","366","359.5","376","379","385.5"
"ZS","880","872.25","854","898.25","908.75","927"
"ZW","477","471.25","456.25","492","501.25","516.25"
"TN","127.671875","127.484375","127.125","128.03125","128.203125","128.5625"
"6S","101.36","101.1","100.45","102.01","102.4","103.05"
"NQ","7054.25","7004.75","6918.5","7140.5","7177.25","7263.5"
"NIY","22125","21940","21635","22430","22550","22855"
"YM","24224","24146","23994","24376","24450","24602"
"FGBL","161.8","161.5","160.93","162.37","162.64","163.21"
"FGBX","173.84","173.18","171.84","175.18","175.86","177.2"
"FDAX","12158","12086","11924.5","12319.5","12409","12570.5"
"FBTP","124.14","123.5","122.06","125.58","126.38","127.82"
"FOAT","153.35","153.15","152.73","153.77","153.99","154.41"
"FESX","3350","3337","3308","3379","3395","3424"
"R","122.59","122.33","121.84","123.08","123.31","123.8"
"Z","7441","7390.5","7302.5","7529","7566.5","7654.5"
