"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2623.5","2591.75","2539.5","2675.75","2696.25","2748.5"
"6E","1.23775","1.2334","1.22615","1.245","1.2479","1.25515"
"6B","141.8","141.37","140.71","142.46","142.69","143.35"
"6J","93.415","93.12","92.44","94.095","94.48","95.16"
"6A","77.2","76.71","75.98","77.93","78.17","78.9"
"6C","79.025","78.535","77.79","79.77","80.025","80.77"
"NG","2.626","2.597","2.52","2.703","2.751","2.828"
"CL","63.87","62.23","59.6","66.5","67.49","70.12"
"RB","199.63","195.18","188.26","206.55","209.02","215.94"
"SI","16.465","16.335","16.12","16.68","16.765","16.98"
"HG","308.95","304.25","297","316.2","318.75","326"
"GC","1338.4","1330.8","1319.4","1349.8","1353.6","1365"
"ZT","106.21875","106.1875","106.109375","106.296875","106.34375","106.421875"
"ZF","114.1328125","114.0546875","113.8671875","114.3203125","114.4296875","114.6171875"
"ZN","120.65625","120.546875","120.28125","120.921875","121.078125","121.34375"
"ZB","145.59375","145.21875","144.53125","146.28125","146.59375","147.28125"
"UB","158.78125","158.21875","157.21875","159.78125","160.21875","161.21875"
"ZC","387.75","386.5","383.25","391","393","396.25"
"ZS","1042","1033.75","1015","1060.75","1071.25","1090"
"ZW","485.5","479.25","469","495.75","499.75","510"
"TN","129.109375","128.9375","128.5625","129.484375","129.6875","130.0625"
"6S","104.88","104.66","104.15","105.39","105.68","106.19"
"NQ","6515.25","6406","6230.25","6691","6757.5","6933.25"
"NIY","21595","21355","20935","22015","22195","22615"
"YM","24041","23730","23202","24569","24786","25314"
"FGBL","158.85","158.65","158.09","159.41","159.77","160.33"
"FGBX","164.66","164.4","163.72","165.34","165.76","166.44"
"FDAX","12355","12304","12217","12442","12478","12565"
"FBTP","138.45","138.24","137.7","138.99","139.32","139.86"
"FOAT","153.77","153.54","152.89","154.42","154.84","155.49"
"FESX","3349","3338","3319","3368","3376","3395"
"R","122.11","121.97","121.67","122.41","122.57","122.87"
"Z","7124","7058.5","6956.5","7226","7262.5","7364.5"
