"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2830.25","2819.75","2802.75","2847.25","2853.75","2870.75"
"6E","1.13315","1.12975","1.12015","1.14275","1.14895","1.15855"
"6B","126.88","126.48","125.35","128.01","128.74","129.87"
"6J","89.89","89.67","89.09","90.47","90.83","91.41"
"6A","72.13","71.9","71.32","72.71","73.06","73.64"
"6C","76.215","75.965","75.515","76.665","76.865","77.315"
"NG","2.931","2.902","2.852","2.981","3.002","3.052"
"CL","66.3","65.57","63.82","68.05","69.07","70.82"
"RB","201.63","199.84","195.44","206.03","208.64","213.04"
"SI","14.985","14.92","14.8","15.105","15.16","15.28"
"HG","266","263.85","257.75","272.1","276.05","282.15"
"GC","1198.2","1195.6","1189.3","1204.5","1208.2","1214.5"
"ZT","105.75","105.734375","105.6875","105.796875","105.828125","105.875"
"ZF","113.46875","113.40625","113.2734375","113.6015625","113.671875","113.8046875"
"ZN","120.015625","119.921875","119.71875","120.21875","120.328125","120.53125"
"ZB","143.8125","143.5625","143.03125","144.34375","144.625","145.15625"
"UB","157.3125","156.9375","156.09375","158.15625","158.625","159.46875"
"ZC","372.25","367.75","361","379","381.25","388"
"ZS","867.75","856","838","885.75","892","910"
"ZW","534.75","527.75","516.25","546.25","550.75","562.25"
"TN","127.703125","127.578125","127.28125","128","128.171875","128.46875"
"6S","100.65","100.47","99.98","101.14","101.45","101.94"
"NQ","7417.25","7377","7313.5","7480.75","7504","7567.5"
"NIY","22100","21885","21535","22450","22585","22935"
"YM","25214","25133","24993","25354","25413","25553"
"FGBL","163.1","163","162.78","163.32","163.44","163.66"
"FGBX","178.8","178.54","177.96","179.38","179.7","180.28"
"FDAX","12281","12203","12038.5","12445.5","12532","12696.5"
"FBTP","123.51","123.17","122.51","124.17","124.49","125.15"
"FOAT","154.42","154.34","154.18","154.58","154.66","154.82"
"FESX","3394","3377","3341","3430","3449","3485"
"R","123.2","123.03","122.73","123.5","123.63","123.93"
"Z","7569.5","7536.5","7463","7643","7683.5","7757"
