"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2661","2650.75","2633","2678.75","2686.25","2704"
"6E","1.21175","1.20715","1.1997","1.2192","1.22205","1.2295"
"6B","137.44","136.69","134.85","139.28","140.37","142.21"
"6J","91.71","91.42","90.97","92.16","92.32","92.77"
"6A","75.47","75.15","74.65","75.97","76.15","76.65"
"6C","77.72","77.435","76.99","78.165","78.325","78.77"
"NG","2.75","2.728","2.665","2.813","2.854","2.917"
"CL","67.75","67.41","66.79","68.37","68.65","69.27"
"RB","211.47","210.16","208.11","213.52","214.26","216.31"
"SI","16.45","16.405","16.285","16.57","16.645","16.765"
"HG","303.3","299.7","290.5","312.5","318.1","327.3"
"GC","1317.8","1312.2","1302.4","1327.6","1331.8","1341.6"
"ZT","106","105.984375","105.953125","106.03125","106.046875","106.078125"
"ZF","113.359375","113.2734375","113.1328125","113.5","113.5546875","113.6953125"
"ZN","119.34375","119.1875","118.9375","119.59375","119.6875","119.9375"
"ZB","142.75","142.25","141.5","143.5","143.75","144.5"
"UB","155.5625","154.75","153.53125","156.78125","157.1875","158.40625"
"ZC","395.75","392.75","388.25","400.25","401.75","406.25"
"ZS","1039","1021.75","995.25","1065.5","1074.75","1101.25"
"ZW","492","485.5","475.75","501.75","505","514.75"
"TN","127.40625","127.171875","126.8125","127.765625","127.890625","128.25"
"6S","101.32","101.01","100.52","101.81","101.99","102.48"
"NQ","6605.75","6542","6395.5","6752.25","6835","6981.5"
"NIY","22360","22270","22085","22545","22640","22825"
"YM","24187","24090","23930","24347","24410","24570"
"FGBL","158.44","158.23","157.87","158.8","158.95","159.31"
"FGBX","163.32","162.92","162.22","164.02","164.32","165.02"
"FDAX","12538","12479.5","12371.5","12646","12695.5","12803.5"
"FBTP","139.25","138.94","138.41","139.78","140","140.53"
"FOAT","153.51","153.28","152.89","153.9","154.06","154.45"
"FESX","3444","3432","3412","3464","3472","3492"
"R","121.61","121.28","120.71","122.18","122.42","122.99"
"Z","7398.5","7339","7243.5","7494","7530","7625.5"
