"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2548.25","2543.5","2535.25","2556.5","2560","2568.25"
"6E","1.1831","1.18045","1.1737","1.18985","1.19395","1.2007"
"6B","132.79","132.42","131.65","133.56","133.96","134.73"
"6J","89.355","89.09","88.62","89.825","90.03","90.5"
"6A","78.31","77.85","77.1","79.06","79.35","80.1"
"6C","79.94","79.71","79.29","80.36","80.55","80.97"
"NG","2.979","2.959","2.912","3.026","3.053","3.1"
"CL","50.86","50.28","49.28","51.86","52.28","53.28"
"RB","159.71","157.19","153.23","163.67","165.11","169.07"
"SI","17.27","17.13","16.905","17.495","17.58","17.805"
"HG","311.75","310.2","307.5","314.45","315.6","318.3"
"GC","1297.1","1289.6","1277.6","1309.1","1313.6","1325.6"
"ZT","107.75","107.71875","107.65625","107.8125","107.84375","107.90625"
"ZF","117.421875","117.265625","117.0078125","117.6796875","117.78125","118.0390625"
"ZN","125.40625","125.125","124.65625","125.875","126.0625","126.53125"
"ZB","153.25","152.46875","151.25","154.46875","154.90625","156.125"
"UB","165.53125","164.46875","162.8125","167.1875","167.78125","169.4375"
"ZC","349.75","346.75","342","354.5","356.25","361"
"ZS","993","985.5","973","1005.5","1010.5","1023"
"ZW","432.75","426.25","416","443","446.75","457"
"TN","134.484375","134.046875","133.34375","135.1875","135.453125","136.15625"
"6S","102.69","102.33","101.6","103.42","103.79","104.52"
"NQ","6077.75","6056","6021.75","6112","6124.5","6158.75"
"NIY","21025","20810","20480","21355","21470","21800"
"YM","22791","22751","22682","22860","22889","22958"
"FGBL","161.6","161.17","160.47","162.3","162.57","163.27"
"FGBX","163.9","163.22","162.04","165.08","165.58","166.76"
"FDAX","12956.5","12922","12852.5","13026","13061","13130.5"
"FBTP","136.08","135.61","134.86","136.83","137.11","137.86"
"FOAT","156.01","155.57","154.89","156.69","156.93","157.61"
"FESX","3591","3582","3564","3609","3618","3636"
"R","123.54","123.18","122.54","124.18","124.46","125.1"
"Z","7497.5","7476.5","7443","7531","7543.5","7577"
