"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2709.5","2700.25","2680","2729.75","2740.75","2761"
"6E","1.1798","1.17735","1.17185","1.1853","1.18835","1.19385"
"6B","134.83","134.42","133.51","135.74","136.24","137.15"
"6J","90.215","89.98","89.355","90.84","91.23","91.855"
"6A","74.9","74.7","74.22","75.38","75.66","76.14"
"6C","77.985","77.805","77.385","78.405","78.645","79.065"
"NG","2.807","2.755","2.677","2.885","2.911","2.989"
"CL","71.01","70.53","69.41","72.13","72.77","73.89"
"RB","222.79","221.64","218.29","226.14","228.34","231.69"
"SI","16.38","16.28","16.12","16.54","16.6","16.76"
"HG","307.2","305.5","302.4","310.3","311.7","314.8"
"GC","1284.9","1280.4","1271.6","1293.7","1298","1306.8"
"ZT","105.84375","105.828125","105.796875","105.875","105.890625","105.921875"
"ZF","112.8125","112.71875","112.5625","112.96875","113.03125","113.1875"
"ZN","118.359375","118.21875","117.96875","118.609375","118.71875","118.96875"
"ZB","140.15625","139.875","139.1875","140.84375","141.25","141.9375"
"UB","152.71875","152.25","151.15625","153.8125","154.4375","155.53125"
"ZC","392.75","390.5","383.75","399.5","404","410.75"
"ZS","989","983.25","968.5","1003.75","1012.75","1027.5"
"ZW","492.25","486.75","475","504","510.25","522"
"TN","125.75","125.578125","125.203125","126.125","126.328125","126.703125"
"6S","99.87","99.65","99.19","100.33","100.57","101.03"
"NQ","6868.25","6830.75","6747","6952","6998.25","7082"
"NIY","22810","22725","22570","22965","23035","23190"
"YM","24618","24533","24341","24810","24917","25109"
"FGBL","157.62","157.36","156.73","158.25","158.62","159.25"
"FGBX","160.8","160.3","159.04","162.06","162.82","164.08"
"FDAX","13010.5","12920","12771.5","13159","13217","13365.5"
"FBTP","134.25","133.63","132.42","135.46","136.05","137.26"
"FOAT","152.53","152.25","151.66","153.12","153.43","154.02"
"FESX","3533","3514","3482","3565","3578","3610"
"R","120.81","120.6","120.1","121.31","121.6","122.1"
"Z","7713.5","7665","7583","7795.5","7829","7911"
